fold,feature,is_income_digit_feature,is_exact_frequency_feature,is_exact_te_feature,gain_importance
3,Range_Anxiety_Level,False,False,False,1809.4848129749298
3,FE__income_digit_ones,True,False,False,3769.58473277092
3,FE__income_digit_tens,True,False,False,1364.971345424652
3,FE__income_digit_hundreds,True,False,False,1634.0084681510925
3,FE__income_digit_thousands,True,False,False,7876.8120720386505
3,FE__income_digit_ten_thousands,True,False,False,8880.69128537178
3,FE__income_digit_hundred_thousands,True,False,False,3036.3301577568054
3,FE__income_last2,True,False,False,8603.41614317894
3,FE__income_last3,True,False,False,12435.98705482483
3,FE__income_exact_frequency_count,False,True,False,15885.685839176178
3,FE__income_exact_frequency_log1p,False,True,False,1504.0337388515472
3,FE__income_exact_frequency_rate,False,True,False,200.90172958374023
3,FE__commute_exact_frequency_count,False,True,False,9169.108731031418
3,FE__commute_exact_frequency_log1p,False,True,False,875.7025399208069
3,FE__commute_exact_frequency_rate,False,True,False,97.71536159515381
3,TE__Annual_Income_USD_exact,False,False,True,147839.83269882202
3,TE__Daily_Commute_km_exact,False,False,True,33340.25103640556
4,Age,False,False,False,20119.809544324875
4,Annual_Income_USD,False,False,False,51134.52874350548
4,Daily_Commute_km,False,False,False,11223.934531450272
4,Number_of_Cars_Owned,False,False,False,2056.676167368889
4,Charging_Stations_Near_Home,False,False,False,7321.040310740471
4,Charging_Stations_Near_Work,False,False,False,7240.642729043961
4,Environmental_Concern_Level,False,False,False,16755.614151120186
4,Gender,False,False,False,1005.9665911197662
4,City_Type,False,False,False,1591.353003501892
4,Current_Car_Type,False,False,False,1560.83682179451
4,Home_Charging_Possible,False,False,False,3372.9869673252106
4,Subsidy_Available,False,False,False,527.0772097110748
4,Range_Anxiety_Level,False,False,False,1350.8972203731537
4,FE__income_digit_ones,True,False,False,3623.36465883255
4,FE__income_digit_tens,True,False,False,1232.8597295284271
4,FE__income_digit_hundreds,True,False,False,1255.0204758644104
4,FE__income_digit_thousands,True,False,False,7773.347753047943
4,FE__income_digit_ten_thousands,True,False,False,7954.021891593933
4,FE__income_digit_hundred_thousands,True,False,False,3008.82621383667
4,FE__income_last2,True,False,False,7613.881863355637
4,FE__income_last3,True,False,False,11511.416169047356
4,FE__income_exact_frequency_count,False,True,False,14519.602371454239
4,FE__income_exact_frequency_log1p,False,True,False,1444.4638235569
4,FE__income_exact_frequency_rate,False,True,False,152.73459005355835
4,FE__commute_exact_frequency_count,False,True,False,9006.77559530735
4,FE__commute_exact_frequency_log1p,False,True,False,697.87619972229
4,FE__commute_exact_frequency_rate,False,True,False,70.76873016357422
4,TE__Annual_Income_USD_exact,False,False,True,142588.13844788074
4,TE__Daily_Commute_km_exact,False,False,True,30740.807768583298
