held_fold,selected_cat_weight,selected_xgb_weight,selection_auc_other_4_folds,held_cat_auc,held_xgb_auc,held_blend_auc,blend_delta_vs_cat,blend_delta_vs_xgb
0,0.5,0.5,0.9458959006309507,0.9445226451913928,0.9446251671030275,0.9447181808074492,0.0001955356160563415,9.30137044217183e-05
1,0.5,0.5,0.9457552228624378,0.9450696193102858,0.9452374462452598,0.9452951413605034,0.00022552205021764138,5.769511524356119e-05
2,0.5,0.5,0.9454094310219738,0.9464517911811139,0.9465856768124612,0.946670690566324,0.0002188993852101362,8.501375386282817e-05
3,0.5,0.5,0.9455905137489975,0.9457721613739136,0.9458106692636006,0.945939923723067,0.0001677623491533886,0.00012925445946643244
4,0.5,0.5,0.9456527575744329,0.9454100967519183,0.9456813279139005,0.945700774064596,0.000290677312677623,1.944615069549016e-05
