held_fold,selected_cat_weight,selected_xgb_weight,selection_auc_other_4_folds,held_cat_auc,held_xgb_auc,held_blend_auc,blend_delta_vs_cat,blend_delta_vs_xgb
0,0.81,0.18999999999999995,0.945730286281594,0.9445226451913928,0.9434991445425898,0.9445809363475006,5.829115610778146e-05,0.0010817918049108588
1,0.82,0.18000000000000005,0.9455900020159934,0.9450696193102858,0.9442280422052491,0.9451587165172344,8.909720694860734e-05,0.0009306743119852356
2,0.82,0.18000000000000005,0.9452474280021184,0.9464517911811139,0.9454557674613029,0.9465212928947779,6.950171366404412e-05,0.0010655254334750452
3,0.79,0.20999999999999996,0.945430109168972,0.9457721613739136,0.9445145247367286,0.9457788901303451,6.728756431484406e-06,0.0012643653936165178
4,0.82,0.18000000000000005,0.9455065596796449,0.9454100967519183,0.944426216524135,0.945482079686031,7.198293411270207e-05,0.0010558631618959868
