fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9451003169781269,0.9450823803276757,-1.7936650451244596e-05,990,15.927044200000182,25.47625909999988
1,0.9458012655292571,0.9458205254865945,1.9259957337314226e-05,1334,35.92109239999991,45.43149519999997
2,0.9470206786095297,0.9470096158147846,-1.1062794745053672e-05,1154,32.94322360000024,42.43987359999983
3,0.9463473239064019,0.9463463285477415,-9.953586603828057e-07,1085,31.836731800000052,42.23846400000002
4,0.9460753532076756,0.946076212994297,8.597866214543615e-07,1108,30.740813200000048,40.603096899999855
