iter	Logloss
1513	0.2234614106
1514	0.2234587485
1515	0.2234558524
1516	0.2234522488
1517	0.2234501688
1518	0.2234479583
1519	0.2234472475
1520	0.2234439287
1521	0.2234432363
1522	0.2234409714
1523	0.2234368057
1524	0.2234329766
1525	0.223430502
1526	0.2234266062
1527	0.2234235198
1528	0.2234203342
1529	0.2234198824
1530	0.2234175721
1531	0.2234138984
1532	0.2234103266
1533	0.2234064929
1534	0.2234035769
1535	0.2233992233
1536	0.2233986596
1537	0.2233970207
1538	0.223395598
1539	0.2233925641
1540	0.2233888481
1541	0.2233861556
1542	0.2233832727
1543	0.2233804295
1544	0.2233761779
1545	0.2233712917
1546	0.2233681783
1547	0.2233662562
1548	0.2233629063
1549	0.2233622715
1550	0.2233608015
1551	0.2233567813
1552	0.2233540984
1553	0.2233492799
1554	0.2233441429
1555	0.2233398175
1556	0.2233367753
1557	0.2233337413
1558	0.2233309317
1559	0.2233261953
1560	0.2233229348
1561	0.2233210788
1562	0.2233170867
1563	0.2233138931
1564	0.2233103872
1565	0.2233073291
1566	0.2233048314
1567	0.2233008597
1568	0.2232977533
1569	0.2232955776
1570	0.2232926148
1571	0.223289621
1572	0.22328631
1573	0.2232841759
1574	0.2232808166
1575	0.2232786378
1576	0.2232757935
1577	0.2232729333
1578	0.2232700471
1579	0.2232673533
1580	0.2232670681
1581	0.2232645201
1582	0.2232611043
1583	0.2232570327
1584	0.2232555358
1585	0.2232525015
1586	0.2232496463
1587	0.2232473887
1588	0.2232442188
1589	0.2232389442
1590	0.223237079
1591	0.2232330459
1592	0.2232295673
1593	0.2232246595
1594	0.2232203231
1595	0.2232170254
1596	0.223214479
1597	0.2232114867
1598	0.2232082939
1599	0.2232048298
1600	0.2232012888
1601	0.223199019
1602	0.2231980785
1603	0.2231972671
1604	0.2231942723
1605	0.2231922933
1606	0.2231880125
1607	0.2231826349
1608	0.2231792573
1609	0.2231762983
1610	0.2231755749
1611	0.2231725722
1612	0.2231694253
1613	0.2231667583
1614	0.22316609
1615	0.2231635087
1616	0.2231621743
1617	0.2231607139
1618	0.2231578473
1619	0.2231536968
1620	0.2231496872
1621	0.223149321
1622	0.2231468173
1623	0.223142863
1624	0.223141373
1625	0.2231368977
1626	0.2231302082
1627	0.2231284877
1628	0.223124358
1629	0.2231214494
1630	0.2231174577
1631	0.2231145129
1632	0.2231113253
1633	0.2231073728
1634	0.2231045728
1635	0.2231015427
1636	0.2231005611
1637	0.2230997822
1638	0.2230987766
1639	0.2230955225
1640	0.2230897041
1641	0.2230857333
1642	0.2230807823
1643	0.2230799896
1644	0.2230764402
1645	0.223073748
1646	0.2230718387
1647	0.2230689393
1648	0.223065881
1649	0.2230634238
1650	0.22305987
1651	0.2230591741
1652	0.2230548429
1653	0.2230522009
1654	0.2230490595
1655	0.2230454246
1656	0.2230423726
1657	0.2230384608
1658	0.2230349015
1659	0.2230311393
1660	0.2230271879
1661	0.2230256531
1662	0.223025535
1663	0.2230230055
1664	0.223019425
1665	0.22301521
1666	0.2230101697
1667	0.2230091507
1668	0.2230056172
1669	0.2230029117
1670	0.2229984054
1671	0.2229974721
1672	0.2229937408
1673	0.2229897192
1674	0.2229836452
1675	0.2229808595
1676	0.2229788905
1677	0.2229722381
1678	0.2229689019
1679	0.2229650977
1680	0.2229644933
1681	0.222959937
1682	0.2229574899
1683	0.2229537784
1684	0.2229511421
1685	0.2229496616
1686	0.2229470487
1687	0.2229430453
1688	0.2229387478
1689	0.2229351449
1690	0.2229315287
1691	0.2229286868
1692	0.2229265315
1693	0.222922483
1694	0.2229188475
1695	0.2229167589
1696	0.2229137007
1697	0.2229094529
1698	0.2229069307
1699	0.2229026871
1700	0.2228997899
1701	0.2228955802
1702	0.2228934706
1703	0.2228903186
1704	0.2228862809
1705	0.2228832266
1706	0.2228792206
1707	0.2228766552
1708	0.2228737162
1709	0.2228697993
1710	0.2228687925
1711	0.2228650009
1712	0.222862005
1713	0.2228589369
1714	0.2228568681
1715	0.2228565854
1716	0.2228554537
1717	0.22285427
1718	0.2228531737
1719	0.2228505821
1720	0.2228489516
1721	0.2228443175
1722	0.2228407372
1723	0.2228379038
1724	0.2228346034
1725	0.2228341511
1726	0.2228314936
1727	0.2228271614
1728	0.2228253661
1729	0.2228212507
1730	0.22281823
1731	0.2228153926
1732	0.2228119998
1733	0.2228102621
1734	0.2228064973
1735	0.2228034666
1736	0.222800015
1737	0.2227944326
1738	0.222790993
1739	0.2227900365
1740	0.2227877486
1741	0.2227847357
1742	0.2227807544
1743	0.2227764968
1744	0.2227730327
1745	0.222769632
1746	0.2227694662
1747	0.2227657006
1748	0.2227624689
1749	0.2227586955
1750	0.2227553372
1751	0.2227505719
1752	0.2227497426
1753	0.2227463058
1754	0.2227433058
1755	0.2227398588
1756	0.2227372213
1757	0.2227369391
1758	0.2227345268
1759	0.2227326411
1760	0.2227271813
1761	0.2227211006
1762	0.2227168004
1763	0.222713394
1764	0.2227107095
1765	0.2227079044
1766	0.2227077689
1767	0.2227039865
1768	0.222703396
1769	0.2227010178
1770	0.2226998823
1771	0.2226964041
1772	0.2226962704
1773	0.222694044
1774	0.222690162
1775	0.2226862263
1776	0.2226838241
1777	0.2226807585
1778	0.2226782949
1779	0.222674919
1780	0.2226721517
1781	0.2226700369
1782	0.2226675519
1783	0.2226632276
1784	0.2226607963
1785	0.2226584619
1786	0.2226556455
1787	0.2226537385
1788	0.2226513651
1789	0.2226480685
1790	0.2226437683
1791	0.2226408317
1792	0.2226362418
1793	0.2226336339
1794	0.2226299407
1795	0.2226268009
1796	0.2226223136
1797	0.2226191273
1798	0.2226156694
1799	0.222612912
1800	0.2226097631
1801	0.2226091144
1802	0.2226071007
1803	0.2226047098
1804	0.2226016802
1805	0.222596583
1806	0.2225943051
1807	0.2225909453
1808	0.2225905056
1809	0.2225877206
1810	0.2225840547
1811	0.2225805405
1812	0.222576558
1813	0.222573925
1814	0.2225703784
1815	0.2225655586
1816	0.2225617894
1817	0.2225593491
1818	0.2225558763
1819	0.222554599
1820	0.222550575
1821	0.2225488452
1822	0.2225468336
1823	0.2225442976
1824	0.2225400154
1825	0.2225368098
1826	0.2225345147
1827	0.2225300761
1828	0.2225265427
1829	0.2225225655
1830	0.222519518
1831	0.2225148943
1832	0.2225108172
1833	0.2225098823
1834	0.2225067353
1835	0.2225032009
1836	0.2225007076
1837	0.2224990662
1838	0.2224979175
1839	0.2224951406
1840	0.222492419
1841	0.222492039
1842	0.2224887117
1843	0.2224851903
1844	0.2224815574
1845	0.2224781572
1846	0.2224743821
1847	0.2224709147
1848	0.222469182
1849	0.2224655179
1850	0.2224622793
1851	0.2224586305
1852	0.2224556158
1853	0.2224528861
1854	0.2224503211
1855	0.2224498596
1856	0.2224472647
1857	0.2224438022
1858	0.2224403574
1859	0.2224398375
1860	0.2224355046
1861	0.2224319826
1862	0.2224291042
1863	0.2224243707
1864	0.2224208077
1865	0.2224162177
1866	0.222415238
1867	0.222411778
1868	0.2224088737
1869	0.2224087691
1870	0.2224065804
1871	0.2224060912
1872	0.2224034926
1873	0.2224013643
1874	0.2223977554
1875	0.222394605
1876	0.2223909966
1877	0.2223869128
1878	0.2223828846
1879	0.2223817178
1880	0.2223766017
1881	0.2223721819
1882	0.2223672541
1883	0.2223639432
1884	0.2223602532
1885	0.222358684
1886	0.2223561153
1887	0.222353318
1888	0.2223526352
1889	0.2223474779
1890	0.2223470937
1891	0.2223436417
1892	0.222340604
1893	0.2223366638
1894	0.2223317836
1895	0.2223295634
1896	0.2223288979
1897	0.2223249093
1898	0.2223248403
1899	0.2223212677
1900	0.222318941
1901	0.2223172265
1902	0.2223137645
1903	0.2223115984
1904	0.222307916
1905	0.2223077614
1906	0.2223054976
