iter	Logloss
257	0.2291517022
258	0.2291461364
259	0.2291413326
260	0.229133366
261	0.229130762
262	0.2291219992
263	0.2291163384
264	0.2291131004
265	0.2291065126
266	0.2290947855
267	0.2290862725
268	0.2290807819
269	0.2290755281
270	0.229067536
271	0.2290618166
272	0.2290508635
273	0.2290442756
274	0.2290408671
275	0.2290361958
276	0.2290258759
277	0.2290204733
278	0.2290146067
279	0.2290103202
280	0.2290060702
281	0.2290021845
282	0.2289896478
283	0.228980788
284	0.2289728833
285	0.2289635326
286	0.2289605919
287	0.22895463
288	0.2289496238
289	0.2289411774
290	0.2289367269
291	0.228932451
292	0.2289270397
293	0.2289189586
294	0.2289112669
295	0.2289074024
296	0.2288972973
297	0.2288798629
298	0.2288649727
299	0.2288582716
300	0.2288376113
301	0.2288194797
302	0.2288163261
303	0.2288092501
304	0.2287994342
305	0.2287959994
306	0.2287884333
307	0.2287827334
308	0.2287773026
309	0.2287709894
310	0.2287673927
311	0.2287567388
312	0.2287543281
313	0.2287477443
314	0.2287427544
315	0.228739554
316	0.2287337912
317	0.228711865
318	0.2286999557
319	0.2286965598
320	0.2286916077
321	0.2286889673
322	0.2286674173
323	0.2286607448
324	0.2286582616
325	0.228653865
326	0.2286502234
327	0.2286409739
328	0.2286345019
329	0.228631389
330	0.2286268282
331	0.2286163573
332	0.2286099903
333	0.228603288
334	0.2285980931
335	0.2285875992
336	0.2285808599
337	0.2285783028
338	0.2285730632
339	0.2285678132
340	0.2285603119
341	0.228545486
342	0.2285413351
343	0.2285246378
344	0.2285175049
345	0.2285135342
346	0.2285097722
347	0.2284926361
348	0.2284856927
349	0.2284718041
350	0.2284692192
351	0.2284634513
352	0.2284579615
353	0.2284510744
354	0.2284392497
355	0.2284346403
356	0.2284290542
357	0.2284141051
358	0.2284098559
359	0.2284048221
360	0.2283969803
361	0.2283940169
362	0.2283793258
363	0.2283729374
364	0.228366177
365	0.2283618162
366	0.2283562727
367	0.2283514887
368	0.22834534
369	0.2283404865
370	0.2283365899
371	0.2283324358
372	0.2283285588
373	0.2283132247
374	0.2283081844
375	0.2283059598
376	0.2282919894
377	0.2282872927
378	0.2282768176
379	0.2282719128
380	0.228268137
381	0.2282630083
382	0.2282542955
383	0.2282492796
384	0.2282309689
385	0.2282278824
386	0.2282190434
387	0.2282173703
388	0.2282136947
389	0.2282100261
390	0.2282004513
391	0.2281942767
392	0.2281883862
393	0.2281837473
394	0.2281812021
395	0.2281779817
396	0.2281742976
397	0.2281717654
398	0.2281685617
399	0.228159004
400	0.2281535779
401	0.2281485077
402	0.2281438465
403	0.2281418463
404	0.2281371925
405	0.2281265252
406	0.2281211183
407	0.2281061851
408	0.2281023286
409	0.2280945696
410	0.2280880182
411	0.2280734416
412	0.2280683648
413	0.2280629888
414	0.2280561278
415	0.2280506494
416	0.2280481094
417	0.2280415805
418	0.2280354293
419	0.2280129737
420	0.228008818
421	0.2280044472
422	0.2279895123
423	0.2279846905
424	0.2279780304
425	0.2279738124
426	0.227970315
427	0.2279636276
428	0.2279545061
429	0.227945673
430	0.2279423483
431	0.2279374275
432	0.2279335854
433	0.2279183493
434	0.227914185
435	0.2279095294
436	0.2279031702
437	0.2278988691
438	0.2278842736
439	0.2278753574
440	0.2278648886
441	0.2278554201
442	0.2278500758
443	0.227843744
444	0.2278376163
445	0.2278318286
446	0.2278263511
447	0.2278229632
448	0.2278172298
449	0.2278080307
450	0.2278046389
451	0.227794885
452	0.2277900206
453	0.2277823798
454	0.22777698
455	0.2277730196
456	0.2277669276
457	0.2277632799
458	0.2277580102
459	0.2277496639
460	0.2277474763
461	0.2277404982
462	0.2277352963
463	0.2277327755
464	0.2277244942
465	0.2277187501
466	0.2277158286
467	0.2277028323
468	0.227693069
469	0.2276836274
470	0.2276783874
471	0.2276685765
472	0.2276650708
473	0.2276592919
474	0.2276506171
475	0.2276435608
476	0.2276390607
477	0.2276343772
478	0.2276260628
479	0.2276188347
480	0.2276130467
481	0.2276087543
482	0.2276042222
483	0.2276039749
484	0.227601247
485	0.2275965102
486	0.2275903954
487	0.2275845352
488	0.2275767974
489	0.2275714668
490	0.2275599674
491	0.2275538326
492	0.2275496278
493	0.2275438499
494	0.2275362636
495	0.227531132
496	0.2275259595
497	0.2275188393
498	0.2275143693
499	0.2275090362
500	0.2275002586
501	0.2274848055
502	0.2274774848
503	0.2274727777
504	0.227465315
505	0.227460741
506	0.2274536618
507	0.2274499058
508	0.2274452023
509	0.2274414364
510	0.2274373258
511	0.2274302141
512	0.2274261796
513	0.2274211698
514	0.2274174763
515	0.2274100341
516	0.2274065376
517	0.2273990029
518	0.2273944054
519	0.2273895101
520	0.2273865821
521	0.2273749963
522	0.2273712922
523	0.2273648437
524	0.2273602673
525	0.2273551643
526	0.2273490285
527	0.2273446961
528	0.2273383811
529	0.2273306855
530	0.2273243629
531	0.2273215046
532	0.2273142182
533	0.2273092832
534	0.2273035225
535	0.2272991429
536	0.2272981571
537	0.2272873126
538	0.227280789
539	0.2272777139
540	0.2272728189
541	0.2272659614
542	0.2272611925
543	0.2272553509
544	0.2272506122
545	0.2272460434
546	0.2272400335
547	0.2272333821
548	0.22722873
549	0.2272184965
550	0.227212726
551	0.2272043773
552	0.2272000856
553	0.227195716
554	0.227192669
555	0.2271890429
556	0.2271854767
557	0.2271816716
558	0.2271765107
559	0.2271724805
560	0.2271679027
561	0.2271652294
562	0.2271547691
563	0.2271506293
564	0.2271481017
565	0.2271264478
566	0.2271207913
567	0.2271139892
568	0.2271085842
569	0.227104181
570	0.2270951902
571	0.227090874
572	0.2270850103
573	0.2270811491
574	0.2270679983
575	0.2270592626
576	0.2270549494
577	0.2270478736
578	0.2270422914
579	0.2270383474
580	0.2270330504
581	0.2270227057
582	0.2270153299
583	0.2270078692
584	0.2270047284
585	0.2269943936
586	0.2269917538
587	0.226985219
588	0.2269820002
589	0.2269735652
590	0.2269663062
591	0.226964545
592	0.2269595264
593	0.22695184
594	0.226948206
595	0.2269436766
596	0.2269358371
597	0.2269292305
598	0.2269246844
599	0.2269242115
600	0.2269199349
601	0.2269168166
602	0.2269078661
603	0.2269038791
604	0.2268991994
605	0.2268908762
606	0.226887031
607	0.2268865691
608	0.2268816979
609	0.2268721387
610	0.2268667544
611	0.2268616786
612	0.2268548337
613	0.226851619
614	0.2268465761
615	0.2268401589
616	0.2268342563
617	0.226826553
618	0.2268146402
619	0.2268078904
620	0.2267887856
621	0.2267778098
622	0.226774468
623	0.226772201
624	0.2267678166
625	0.2267581713
626	0.2267514888
627	0.2267487828
628	0.2267450724
629	0.2267405001
630	0.2267364142
631	0.2267309085
632	0.2267261145
633	0.2267205981
634	0.2267140676
635	0.2267098934
636	0.2267052441
637	0.2266954194
638	0.2266899741
639	0.2266771938
640	0.226672897
641	0.2266697409
642	0.2266642596
643	0.2266588958
644	0.2266549603
645	0.2266513668
646	0.2266482717
647	0.2266444898
648	0.2266411206
649	0.2266369356
650	0.2266244395
651	0.2266190095
652	0.2266133086
653	0.2266043396
654	0.2266003349
655	0.2265983387
656	0.2265808081
657	0.2265737187
658	0.2265719986
659	0.226569266
660	0.226563515
661	0.2265580612
662	0.226557042
663	0.2265522288
664	0.2265477066
665	0.2265440042
666	0.226540635
667	0.2265368494
668	0.226535354
669	0.2265303051
670	0.2265244771
671	0.226519265
672	0.2265137482
673	0.2265098244
674	0.2265062002
675	0.2265011633
676	0.2264972095
677	0.2264934659
678	0.2264895502
679	0.2264844101
680	0.2264803993
681	0.2264799853
682	0.2264754705
683	0.2264705708
684	0.2264666775
685	0.2264618546
686	0.2264578489
687	0.2264530035
688	0.2264484732
689	0.22644829
690	0.2264366389
691	0.2264203598
692	0.2264159639
693	0.2264138082
694	0.226408844
695	0.2263940372
696	0.2263834153
697	0.2263693059
698	0.2263650794
699	0.2263649548
700	0.2263602191
701	0.2263560352
702	0.2263528923
703	0.2263475589
704	0.2263422755
705	0.2263351481
706	0.2263335804
707	0.2263317289
708	0.2263304698
709	0.2263295403
710	0.2263260284
711	0.2263258207
712	0.2263207564
713	0.2263145748
714	0.2263104979
715	0.2263064262
716	0.2263022038
717	0.2262974626
718	0.2262945129
719	0.2262883527
720	0.2262846819
721	0.2262791158
722	0.2262709073
723	0.2262665122
724	0.2262628638
725	0.2262594121
726	0.2262532869
727	0.2262464655
728	0.226242479
729	0.226238139
730	0.2262338163
731	0.2262305236
732	0.2262293498
733	0.2262254501
734	0.2262212559
735	0.226214791
736	0.2262107998
737	0.2262071694
738	0.2262033077
739	0.2262000291
740	0.2261956687
741	0.2261919798
742	0.2261885175
743	0.2261882428
744	0.2261827614
745	0.2261784851
746	0.2261782227
747	0.2261705047
748	0.2261670761
749	0.2261620979
750	0.2261543572
751	0.2261519846
752	0.2261483832
753	0.2261455257
754	0.226142091
755	0.226136643
756	0.2261320006
757	0.2261218129
758	0.226118338
759	0.2261147255
760	0.2261102185
761	0.2261043435
762	0.2260998314
763	0.2260957313
764	0.226091825
765	0.2260886156
766	0.2260840286
767	0.2260831553
768	0.2260761922
769	0.2260729791
770	0.2260682519
771	0.2260642816
772	0.2260605469
773	0.2260549885
774	0.2260516531
775	0.2260484923
776	0.2260434984
777	0.2260377892
778	0.2260339971
779	0.226022183
780	0.2260118635
781	0.226007498
782	0.2260037319
783	0.2259984854
784	0.2259942739
785	0.225989448
786	0.2259863585
787	0.2259828738
788	0.2259788918
789	0.2259746649
790	0.2259665285
791	0.2259636811
792	0.225957563
793	0.2259529935
794	0.2259437493
795	0.2259399854
796	0.2259374462
797	0.2259334477
798	0.2259275112
799	0.2259243419
800	0.2259182696
801	0.2259153212
802	0.225911967
803	0.2259108398
804	0.2259046192
805	0.2258999995
806	0.2258974638
807	0.2258953064
808	0.2258869248
809	0.2258867989
810	0.2258830244
811	0.2258795884
812	0.2258763988
813	0.2258710156
814	0.2258671297
815	0.2258646763
816	0.2258592494
817	0.2258534582
818	0.2258466395
819	0.2258424932
820	0.2258387419
821	0.225827892
822	0.2258256967
823	0.2258213351
824	0.2258165864
825	0.2258120065
826	0.2258118436
827	0.2258072226
828	0.2258035926
829	0.2258003394
830	0.2257961061
831	0.2257883193
832	0.2257849753
833	0.2257827376
834	0.2257769711
835	0.2257738154
836	0.2257705616
837	0.2257665893
838	0.2257631596
839	0.2257546734
840	0.225749879
841	0.2257458539
842	0.2257428663
843	0.2257354975
844	0.2257326976
845	0.2257272015
846	0.225725027
847	0.2257210367
848	0.225717254
849	0.2257129981
850	0.2257095623
851	0.2257050127
852	0.2256986682
853	0.2256956107
854	0.2256946267
855	0.2256914413
856	0.2256905076
857	0.2256832139
858	0.2256778595
859	0.2256729828
860	0.225668449
861	0.2256658841
862	0.2256616906
863	0.2256597734
864	0.2256559781
865	0.2256528292
866	0.2256479248
867	0.2256440412
868	0.2256400106
869	0.2256340517
870	0.2256318641
871	0.2256294833
872	0.2256279416
873	0.2256242179
874	0.2256207726
875	0.2256168249
876	0.2256122548
877	0.2256076458
878	0.2256030012
879	0.2255986347
880	0.2255946676
881	0.2255919318
882	0.2255890238
883	0.2255848921
884	0.2255811942
885	0.2255781343
886	0.225571331
887	0.2255662989
888	0.2255624901
889	0.2255590227
890	0.22555382
891	0.2255513337
892	0.2255492219
893	0.225545765
894	0.2255396305
895	0.2255359271
896	0.2255317702
897	0.2255272783
898	0.2255188127
899	0.2255140208
900	0.2255106099
901	0.2255070284
902	0.225502436
903	0.2254981847
904	0.2254949951
905	0.2254909511
906	0.2254869661
907	0.2254843806
908	0.2254801682
909	0.2254766573
910	0.2254759901
911	0.2254706408
912	0.2254651922
913	0.2254614545
914	0.2254543308
915	0.2254509637
916	0.225446803
917	0.2254449442
918	0.2254414089
919	0.2254377251
920	0.2254341731
921	0.2254315361
922	0.2254287824
923	0.2254265535
924	0.225419293
925	0.2254153044
926	0.2254134005
927	0.2254099977
928	0.2254075586
929	0.225402881
930	0.22539917
931	0.2253949057
932	0.2253917844
933	0.2253888195
934	0.2253848443
935	0.2253816102
936	0.2253781956
937	0.2253745312
938	0.2253645545
939	0.2253613325
940	0.2253576049
941	0.2253506371
942	0.2253479448
943	0.2253452816
944	0.2253449152
945	0.2253402375
946	0.2253358678
947	0.2253353855
948	0.2253334047
949	0.225331544
950	0.2253235967
951	0.2253197023
952	0.2253165951
953	0.2253143155
954	0.2253110145
955	0.2253068699
956	0.2253032084
957	0.2253006046
958	0.2252952279
959	0.2252927186
960	0.2252890825
961	0.2252841543
962	0.2252802904
963	0.22527327
964	0.2252691477
965	0.225265664
966	0.2252612596
967	0.2252589733
968	0.2252557008
969	0.2252511572
970	0.2252444273
971	0.2252410684
972	0.2252383023
973	0.2252350818
974	0.225234871
975	0.2252300745
976	0.2252262566
977	0.2252236454
978	0.2252190164
979	0.2252151334
980	0.2252115628
981	0.2252063811
982	0.2252041633
983	0.225200788
984	0.2251974752
985	0.225192894
986	0.2251908765
987	0.2251879217
988	0.2251815518
989	0.2251768791
990	0.2251740469
991	0.2251698367
992	0.2251667096
993	0.2251631374
994	0.2251589992
995	0.2251560835
996	0.2251528916
997	0.2251492756
998	0.225145973
999	0.2251413752
1000	0.2251380698
1001	0.2251362978
1002	0.2251325918
1003	0.2251302706
1004	0.2251269911
1005	0.2251243831
1006	0.2251186202
1007	0.2251143985
1008	0.2251136298
1009	0.2251101638
1010	0.2251068867
1011	0.2251063676
1012	0.2251052133
1013	0.22510095
1014	0.225100166
1015	0.2250981356
1016	0.2250946006
1017	0.2250918322
1018	0.2250912903
1019	0.2250883158
1020	0.2250819543
1021	0.225077625
1022	0.225075115
1023	0.2250714339
1024	0.2250697214
1025	0.2250656603
1026	0.2250607255
1027	0.2250606076
1028	0.2250562765
1029	0.2250515899
1030	0.2250512533
1031	0.2250461022
1032	0.2250443123
1033	0.2250401289
1034	0.2250398071
1035	0.2250369423
1036	0.2250326433
1037	0.2250289649
1038	0.2250263984
1039	0.2250235763
1040	0.2250170742
1041	0.2250138095
1042	0.2250094537
1043	0.2250053021
1044	0.2250035689
1045	0.2249997796
1046	0.2249964992
1047	0.2249937469
1048	0.2249935684
1049	0.2249911928
1050	0.2249872033
1051	0.2249837139
1052	0.2249812687
1053	0.2249759446
1054	0.2249715781
1055	0.2249656351
1056	0.2249618802
1057	0.2249602968
1058	0.2249561427
1059	0.2249527026
1060	0.2249446302
1061	0.2249402388
1062	0.2249366324
1063	0.2249339783
1064	0.2249334623
1065	0.2249308122
1066	0.2249274572
1067	0.2249273473
1068	0.2249248789
1069	0.2249213485
1070	0.2249174559
1071	0.2249137233
1072	0.2249093293
1073	0.2249056183
1074	0.2249013286
1075	0.2249009749
1076	0.2249007885
1077	0.2248958213
1078	0.2248955407
1079	0.2248932397
1080	0.224889101
1081	0.2248839359
1082	0.2248803686
1083	0.2248760555
1084	0.2248727163
1085	0.2248726242
1086	0.2248692209
1087	0.2248658067
1088	0.2248632194
1089	0.224859295
1090	0.2248555435
1091	0.2248514075
1092	0.2248441124
1093	0.2248400782
1094	0.2248375948
1095	0.2248349673
1096	0.2248267588
1097	0.2248228812
1098	0.2248186721
1099	0.2248151439
1100	0.2248103556
1101	0.2248063214
1102	0.2248026568
1103	0.2247988867
1104	0.2247957646
1105	0.2247922356
1106	0.224788721
1107	0.2247842389
1108	0.2247809375
1109	0.2247742255
1110	0.2247692142
1111	0.2247630387
1112	0.2247605987
1113	0.224754365
1114	0.2247523181
1115	0.2247494532
1116	0.2247470365
1117	0.2247436378
1118	0.2247409174
1119	0.2247376476
1120	0.2247347372
1121	0.2247318108
1122	0.2247286613
1123	0.2247233131
1124	0.2247194341
1125	0.224715406
1126	0.2247125593
1127	0.2247046512
1128	0.2247015169
1129	0.224698393
1130	0.2246976488
1131	0.2246938895
1132	0.2246911942
1133	0.2246897085
1134	0.2246852781
1135	0.2246807114
1136	0.2246768817
1137	0.2246725723
1138	0.2246697836
1139	0.2246688371
1140	0.2246630105
1141	0.2246596631
1142	0.2246555963
1143	0.2246522184
1144	0.2246489659
1145	0.2246444451
1146	0.2246414948
1147	0.2246372059
1148	0.2246333621
1149	0.2246295215
1150	0.2246252009
1151	0.2246216305
1152	0.2246175682
1153	0.2246147256
1154	0.2246120939
1155	0.2246086342
1156	0.2246051923
1157	0.2246041789
1158	0.2246016202
1159	0.2245983497
1160	0.2245962333
1161	0.2245923447
1162	0.2245874223
1163	0.224584223
1164	0.2245803376
1165	0.2245773354
1166	0.2245732739
1167	0.2245694097
1168	0.2245630136
1169	0.2245596183
1170	0.2245588185
1171	0.2245562293
1172	0.2245502017
1173	0.2245446747
1174	0.2245394718
1175	0.2245355737
1176	0.2245300132
1177	0.224526608
1178	0.2245231909
1179	0.2245177324
1180	0.2245136433
1181	0.2245064444
1182	0.2245025116
1183	0.2244987808
1184	0.2244958146
1185	0.2244933079
1186	0.2244900598
1187	0.2244867327
1188	0.2244839247
1189	0.224479497
1190	0.2244748099
1191	0.2244715521
1192	0.2244675611
1193	0.2244639758
1194	0.2244576126
1195	0.2244551066
1196	0.2244517454
1197	0.2244478007
1198	0.2244454454
1199	0.2244423038
1200	0.2244378821
1201	0.224434832
1202	0.2244316687
1203	0.2244286108
1204	0.2244257132
1205	0.2244221252
1206	0.2244196961
1207	0.2244169024
1208	0.2244138116
1209	0.2244101276
1210	0.2244071912
1211	0.2243997829
1212	0.2243971821
1213	0.2243936792
1214	0.2243895709
1215	0.2243872052
1216	0.224386957
1217	0.2243844094
1218	0.2243811078
1219	0.2243789443
1220	0.2243760258
1221	0.2243740359
1222	0.2243707145
1223	0.2243667977
1224	0.2243630709
1225	0.2243606451
1226	0.2243588165
1227	0.2243563068
1228	0.2243510497
1229	0.2243474818
1230	0.2243448121
1231	0.2243412721
1232	0.2243374664
1233	0.2243347835
1234	0.2243312492
1235	0.2243286973
1236	0.2243263008
1237	0.224323584
1238	0.2243201217
1239	0.2243176293
1240	0.2243145324
1241	0.2243109501
1242	0.2243068593
1243	0.2243040359
1244	0.224300561
1245	0.2242973098
1246	0.224296023
1247	0.224292358
1248	0.224286101
1249	0.2242836997
1250	0.2242770017
1251	0.2242739397
1252	0.2242705029
1253	0.2242678889
1254	0.2242650799
1255	0.2242600873
1256	0.224257685
1257	0.2242541783
1258	0.2242501204
1259	0.2242457899
1260	0.2242429152
1261	0.2242398096
1262	0.2242374717
1263	0.2242352674
1264	0.2242343972
1265	0.2242301041
1266	0.2242296136
1267	0.2242278545
1268	0.2242257181
1269	0.224220788
1270	0.2242181599
1271	0.2242149213
1272	0.224210973
1273	0.224206548
1274	0.2241997814
1275	0.2241939327
1276	0.2241905058
1277	0.224187922
1278	0.2241828293
1279	0.2241790101
1280	0.2241762244
1281	0.2241719014
1282	0.2241683017
1283	0.2241650151
1284	0.224161578
1285	0.2241587513
1286	0.2241549342
1287	0.2241526105
1288	0.2241493833
1289	0.2241452845
1290	0.2241438131
1291	0.2241398942
1292	0.2241361747
1293	0.2241317312
1294	0.2241265042
1295	0.2241262394
1296	0.2241225149
1297	0.2241221596
1298	0.2241183129
1299	0.2241133021
1300	0.2241107097
1301	0.2241085513
1302	0.2241054655
1303	0.2241026997
1304	0.2241025271
1305	0.2240985335
1306	0.224095378
1307	0.224094449
1308	0.224090902
1309	0.224088445
1310	0.2240860742
1311	0.224082952
1312	0.2240794264
1313	0.2240747061
1314	0.2240719434
1315	0.2240689182
1316	0.224067694
1317	0.2240632528
1318	0.2240625247
1319	0.224058573
1320	0.2240547291
1321	0.2240515356
1322	0.2240488889
1323	0.2240442281
1324	0.224041221
1325	0.2240382731
1326	0.2240357467
1327	0.2240323791
1328	0.2240301599
1329	0.2240267828
1330	0.2240236552
1331	0.2240213699
1332	0.2240177911
1333	0.2240143099
1334	0.2240102681
1335	0.2240075661
1336	0.2240043264
1337	0.2239995342
1338	0.2239964592
1339	0.2239934918
1340	0.2239897011
1341	0.223985739
1342	0.2239829423
1343	0.2239792008
1344	0.223973669
1345	0.2239701288
1346	0.2239664025
1347	0.2239629902
1348	0.2239607003
1349	0.2239576278
1350	0.2239526875
1351	0.2239480485
1352	0.2239438532
1353	0.2239403688
1354	0.223940121
1355	0.2239363933
1356	0.2239329089
1357	0.2239289293
1358	0.2239260908
1359	0.2239258166
1360	0.2239225589
1361	0.2239206176
1362	0.2239176622
1363	0.2239153684
1364	0.2239124158
1365	0.2239087078
1366	0.2239074935
1367	0.2239034558
1368	0.2239004786
1369	0.2238965386
1370	0.2238931006
1371	0.2238902681
1372	0.2238860201
1373	0.2238825394
1374	0.2238793343
1375	0.2238761643
1376	0.2238735316
1377	0.2238695795
1378	0.2238666732
1379	0.2238635149
1380	0.2238588096
1381	0.2238558887
1382	0.2238529286
1383	0.2238499675
1384	0.2238463261
1385	0.223841681
1386	0.2238379545
1387	0.2238337849
1388	0.2238336525
1389	0.2238305045
1390	0.2238274653
1391	0.2238242471
1392	0.2238214196
1393	0.2238177235
1394	0.2238143959
1395	0.2238116925
1396	0.2238114736
1397	0.2238064522
1398	0.2238013354
1399	0.2237998102
1400	0.2237937968
1401	0.2237912171
1402	0.2237856512
1403	0.2237844013
1404	0.2237821356
1405	0.2237784246
1406	0.2237746953
1407	0.223771618
1408	0.2237699761
1409	0.2237693334
1410	0.2237678707
1411	0.2237648063
1412	0.2237617288
1413	0.2237584728
1414	0.2237551758
1415	0.2237523296
1416	0.223747751
1417	0.2237447853
1418	0.2237410218
1419	0.2237371286
1420	0.2237349709
1421	0.2237319441
1422	0.2237291824
1423	0.2237257979
1424	0.2237244842
1425	0.2237217591
1426	0.2237182765
1427	0.2237147817
1428	0.2237127596
1429	0.2237087314
1430	0.2237062094
1431	0.2237043741
1432	0.2237015831
1433	0.2236985498
1434	0.223695273
1435	0.2236920355
1436	0.2236885925
1437	0.2236874303
1438	0.2236832706
1439	0.2236800011
1440	0.2236765377
1441	0.2236732223
1442	0.2236695778
1443	0.2236685262
1444	0.2236664527
1445	0.2236632197
1446	0.2236603199
1447	0.2236556343
1448	0.2236527464
1449	0.2236494339
1450	0.2236469152
1451	0.2236443937
1452	0.2236391856
1453	0.2236348625
1454	0.2236282561
1455	0.2236245394
1456	0.2236208582
1457	0.2236183274
1458	0.2236154692
1459	0.2236122658
1460	0.2236093378
1461	0.2236077442
1462	0.2236042739
1463	0.223603542
1464	0.2236007886
1465	0.2235986008
1466	0.2235977505
1467	0.2235946731
1468	0.2235916255
1469	0.2235895727
1470	0.2235854281
1471	0.2235827608
1472	0.2235809117
1473	0.2235795349
1474	0.2235749827
1475	0.2235721693
1476	0.2235676276
1477	0.2235655437
1478	0.2235649154
1479	0.2235623751
1480	0.2235592456
1481	0.2235566593
1482	0.2235527619
1483	0.2235497715
1484	0.2235466259
1485	0.2235454569
1486	0.2235429892
1487	0.2235403975
1488	0.2235384292
1489	0.2235349018
1490	0.2235306558
1491	0.2235260672
1492	0.2235229823
1493	0.2235215091
1494	0.2235186314
1495	0.2235144292
1496	0.2235107006
1497	0.2235063785
1498	0.2235062261
1499	0.2235030203
1500	0.2235004867
1501	0.2234980899
1502	0.2234934242
1503	0.2234895808
1504	0.2234879132
1505	0.2234863863
1506	0.2234836136
1507	0.2234803763
1508	0.2234760221
1509	0.2234728408
1510	0.2234704553
1511	0.2234671348
1512	0.2234642135
