fold,income_digit_baseline_auc,digit_candidate_auc,delta_vs_income_digits,catboost_auc,delta_vs_catboost,best_iteration_zero_based,te_generation_seconds,fit_seconds,inference_seconds,total_fold_seconds
0,0.9447630702442151,0.9447404881066161,-2.2582137598980978e-05,0.9445226451913928,0.00021784291522330967,1409,1.6070379000011599,12.392706499998894,0.31069619999834686,14.503448999999819
1,0.9453883829212821,0.9454069147850083,1.8531863726134468e-05,0.9450696193102858,0.00033729547472249877,1586,1.4915496000030544,12.941021600003296,0.3543916000016907,14.941151700000773
2,0.9466384888129359,0.9466322135149121,-6.275298023772358e-06,0.9464517911811139,0.0001804223337982247,1250,1.474988599999051,11.96041040000273,0.32311979999940377,13.918036200000643
3,0.945950558660991,0.9458910597975904,-5.949886340061994e-05,0.9457721613739136,0.00011889842367673875,1076,1.5710085999999137,9.137487899999542,0.2802300000003015,11.149281499998324
4,0.9458448786080825,0.9458381618766388,-6.716731443701107e-06,0.9454100967519183,0.0004280651247204892,1498,1.5340670999976282,13.19577869999921,0.3239504000011948,15.229877300000226
