fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9451003169781269,0.9451049409359409,4.623957813976176e-06,1337,12.818326399999933,23.398204799999803
1,0.9458012655292571,0.9458000477083243,-1.2178209328750356e-06,1238,13.524050799998804,23.010391899999377
2,0.9470206786095297,0.947012183925467,-8.494684062609892e-06,1252,12.673400200001197,22.673419899998407
3,0.9463473239064019,0.9463354994644514,-1.1824441950469833e-05,846,8.417838999997912,18.290979100002005
4,0.9460753532076756,0.9460932622934091,1.790908573351402e-05,1361,12.175961500000994,21.818102199998975
