fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9451003169781269,0.9450705746884029,-2.974228972396631e-05,1179,11.145302600001742,22.994304300002113
1,0.9458012655292571,0.9458040444651276,2.778935870417776e-06,1137,10.777626299997792,22.633500199997798
2,0.9470206786095297,0.947036596202137,1.59175926073285e-05,1268,11.809208399994532,24.052425100002438
3,0.9463473239064019,0.946368945998019,2.1622091617157224e-05,964,9.73416520000319,22.15281529999629
4,0.9460753532076756,0.9461083780908678,3.302488319223418e-05,1370,13.677097799998592,26.045889400003944
