internal_auc,external_xgb10_auc,external_lgbmv6_auc,two_way_champion_auc,three_way_auc,delta_vs_two_way_champion,rank_corr_lgbmv6_vs_two_way,rank_corr_lgbmv6_vs_internal,rank_corr_lgbmv6_vs_xgb10,folds_improved,folds_worse,primitive
0.9461125311063966,0.9462428307575335,0.9460677414641655,0.9463234791707303,0.9463111906442114,-1.2288526518910992e-05,0.997671044484539,0.9961050598933987,0.9976247581950035,1,4,NEGATIVE_LGBMV6_THREE_WAY_SIGNAL
