fold,feature,is_income_digit_feature,is_exact_frequency_feature,is_exact_te_feature,gain_importance
3,Current_Car_Type,False,False,False,0.011027303524315357
3,Home_Charging_Possible,False,False,False,0.03161368519067764
3,Subsidy_Available,False,False,False,0.133797749876976
3,Range_Anxiety_Level,False,False,False,0.015875542536377907
3,FE__income_digit_ones,True,False,False,0.009609195403754711
3,FE__income_digit_tens,True,False,False,0.010668913833796978
3,FE__income_digit_hundreds,True,False,False,0.014085713773965836
3,FE__income_digit_thousands,True,False,False,0.014028138481080532
3,FE__income_digit_ten_thousands,True,False,False,0.021945640444755554
3,FE__income_digit_hundred_thousands,True,False,False,0.19203616678714752
3,FE__income_last2,True,False,False,0.010082162916660309
3,FE__income_last3,True,False,False,0.01217432226985693
3,FE__income_exact_frequency_count,False,True,False,0.014053676277399063
3,FE__income_exact_frequency_log1p,False,True,False,0.013926827348768711
3,FE__income_exact_frequency_rate,False,True,False,0.013451049104332924
3,FE__commute_exact_frequency_count,False,True,False,0.010065793991088867
3,FE__commute_exact_frequency_log1p,False,True,False,0.009305383078753948
3,FE__commute_exact_frequency_rate,False,True,False,0.0
3,TE__Annual_Income_USD_exact,False,False,True,0.11647424101829529
3,TE__Daily_Commute_km_exact,False,False,True,0.034376077353954315
4,Age,False,False,False,0.018249690532684326
4,Annual_Income_USD,False,False,False,0.03517862781882286
4,Daily_Commute_km,False,False,False,0.011609351262450218
4,Number_of_Cars_Owned,False,False,False,0.010847462341189384
4,Charging_Stations_Near_Home,False,False,False,0.013445821590721607
4,Charging_Stations_Near_Work,False,False,False,0.011172917671501637
4,Environmental_Concern_Level,False,False,False,0.18972262740135193
4,Gender,False,False,False,0.009948579594492912
4,City_Type,False,False,False,0.010512306354939938
4,Current_Car_Type,False,False,False,0.010952102020382881
4,Home_Charging_Possible,False,False,False,0.031160984188318253
4,Subsidy_Available,False,False,False,0.13417616486549377
4,Range_Anxiety_Level,False,False,False,0.0165188517421484
4,FE__income_digit_ones,True,False,False,0.010668597184121609
4,FE__income_digit_tens,True,False,False,0.009614859707653522
4,FE__income_digit_hundreds,True,False,False,0.012421157211065292
4,FE__income_digit_thousands,True,False,False,0.013478810898959637
4,FE__income_digit_ten_thousands,True,False,False,0.018841424956917763
4,FE__income_digit_hundred_thousands,True,False,False,0.19397366046905518
4,FE__income_last2,True,False,False,0.010033517144620419
4,FE__income_last3,True,False,False,0.012408305890858173
4,FE__income_exact_frequency_count,False,True,False,0.013608137145638466
4,FE__income_exact_frequency_log1p,False,True,False,0.015054576098918915
4,FE__income_exact_frequency_rate,False,True,False,0.009675729088485241
4,FE__commute_exact_frequency_count,False,True,False,0.01010261382907629
4,FE__commute_exact_frequency_log1p,False,True,False,0.010514599271118641
4,FE__commute_exact_frequency_rate,False,True,False,0.01407702174037695
4,TE__Annual_Income_USD_exact,False,False,True,0.10897837579250336
4,TE__Daily_Commute_km_exact,False,False,True,0.03305311128497124
