fold,learned_margin_baseline_auc,digit_candidate_auc,delta_vs_learned_margin,catboost_auc,delta_vs_catboost,best_iteration_zero_based,te_generation_seconds,fit_seconds,inference_seconds,total_fold_seconds
0,0.9449139511126398,0.944879445991201,-3.450512143876594e-05,0.9445226451913928,0.0003568007998081546,906,1.4039545000050566,8.408343400005833,0.2792823999989196,13.196171499999764
1,0.945509644061093,0.9454998456356207,-9.79842547221832e-06,0.9450696193102858,0.0004302263253349592,1140,1.4328311999997823,10.490965900004085,0.34624279999843566,15.196149700001115
2,0.9468314539847251,0.946824330149262,-7.123835463085371e-06,0.9464517911811139,0.0003725389681481506,1200,1.5343762999982573,10.637270899998839,0.3284721999953035,15.42588359999354
3,0.9460558259852887,0.946080391483576,2.4565498287332233e-05,0.9457721613739136,0.0003082301096624107,1181,1.4334760999990976,10.558097500004806,0.33364670000446495,15.405381800002942
4,0.9458602948362825,0.9458922760669123,3.198123062975178e-05,0.9454100967519183,0.00048217931499394684,1141,1.549745600001188,10.27558069999941,0.33573489999980666,15.137197099997138
