current_two_way_auc,sergey_raw_margin_auc,rank_corr_vs_two_way,raw_score_corr_vs_two_way,rank_distance_1_minus_corr,raw_margin_min,raw_margin_max
0.9463234791707303,0.9453293105873767,0.9954526033636502,0.9891986178434717,0.004547396636349843,-5.770136886245046,3.2854369581151315
