fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9448628014886924,0.9449006285281463,3.782703945387489e-05,808,15.531318800000008,26.15345350000007
1,0.9454989559804814,0.9455514087829359,5.245280245447237e-05,565,17.68151640000042,27.76192519999995
2,0.9468754252918135,0.9468594413678224,-1.5983923991047533e-05,720,19.423701699999583,29.44174619999967
3,0.9460574187143066,0.946100203620591,4.2784906284398794e-05,797,21.276647099999536,32.00559180000073
4,0.9458586524557028,0.945866377734503,7.725278800219115e-06,504,15.491093799999362,25.381710800000292
