fold,feature,is_commute_hte,is_income_hte,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
2,FE__income_digit_hundreds,False,False,False,True,False,988.3014497756958
2,FE__income_digit_thousands,False,False,False,True,False,4912.996364235878
2,FE__income_digit_ten_thousands,False,False,False,True,False,3179.2978188991547
2,FE__income_digit_hundred_thousands,False,False,False,True,False,0.0
2,FE__income_last2,False,False,False,True,False,7430.133005142212
2,FE__income_last3,False,False,False,True,False,12219.08079791069
2,FE__income_exact_frequency_count,False,False,False,False,True,13198.130823612213
2,FE__income_exact_frequency_log1p,False,False,False,False,True,1051.6528587341309
2,FE__income_exact_frequency_rate,False,False,False,False,True,108.77877950668335
2,FE__commute_exact_frequency_count,False,False,False,False,True,6587.827869415283
2,FE__commute_exact_frequency_log1p,False,False,False,False,True,616.7582230567932
2,FE__commute_exact_frequency_rate,False,False,False,False,True,37.31147003173828
2,TE__Annual_Income_USD_exact,False,False,True,False,False,139674.49749708176
2,TE__Daily_Commute_km_exact,False,False,True,False,False,18486.66801738739
2,HTE__income_1k_bucket,False,True,False,False,False,19009.9770925045
2,HTE__income_10k_bucket,False,True,False,False,False,10308.043106913567
2,HTE__income_100k_bucket,False,True,False,False,False,2025.9723982810974
2,HTE__commute_1km_bucket,True,False,False,False,False,22677.675717949867
2,HTE__commute_5km_bucket,True,False,False,False,False,4927.17951798439
2,HTE__commute_10km_bucket,True,False,False,False,False,2482.535710334778
3,Age,False,False,False,False,False,20574.447741150856
3,Annual_Income_USD,False,False,False,False,False,47792.25180053711
3,Daily_Commute_km,False,False,False,False,False,6766.504295229912
3,Number_of_Cars_Owned,False,False,False,False,False,1781.0864888429642
3,Charging_Stations_Near_Home,False,False,False,False,False,7597.204875707626
3,Charging_Stations_Near_Work,False,False,False,False,False,7688.17383313179
3,Environmental_Concern_Level,False,False,False,False,False,15789.30970799923
3,Gender,False,False,False,False,False,970.3782114982605
3,City_Type,False,False,False,False,False,1442.2539269924164
3,Current_Car_Type,False,False,False,False,False,1728.8026485443115
3,Home_Charging_Possible,False,False,False,False,False,2784.8012894392014
3,Subsidy_Available,False,False,False,False,False,689.7787847518921
3,Range_Anxiety_Level,False,False,False,False,False,1652.4464523792267
3,FE__income_digit_ones,False,False,False,True,False,3552.9423348903656
3,FE__income_digit_tens,False,False,False,True,False,1242.5690205097198
3,FE__income_digit_hundreds,False,False,False,True,False,1478.5413272380829
3,FE__income_digit_thousands,False,False,False,True,False,5314.922841310501
3,FE__income_digit_ten_thousands,False,False,False,True,False,3989.740291595459
3,FE__income_digit_hundred_thousands,False,False,False,True,False,0.0
3,FE__income_last2,False,False,False,True,False,8350.480597615242
3,FE__income_last3,False,False,False,True,False,12069.283429265022
3,FE__income_exact_frequency_count,False,False,False,False,True,15089.789293050766
3,FE__income_exact_frequency_log1p,False,False,False,False,True,1302.9534554481506
3,FE__income_exact_frequency_rate,False,False,False,False,True,177.57940816879272
3,FE__commute_exact_frequency_count,False,False,False,False,True,7983.468488693237
3,FE__commute_exact_frequency_log1p,False,False,False,False,True,672.0935788154602
3,FE__commute_exact_frequency_rate,False,False,False,False,True,26.75519037246704
3,TE__Annual_Income_USD_exact,False,False,True,False,False,142414.24847054482
3,TE__Daily_Commute_km_exact,False,False,True,False,False,19770.81903207302
3,HTE__income_1k_bucket,False,True,False,False,False,20347.379328608513
3,HTE__income_10k_bucket,False,True,False,False,False,10263.894950270653
3,HTE__income_100k_bucket,False,True,False,False,False,2301.4506669044495
3,HTE__commute_1km_bucket,True,False,False,False,False,22946.25231707096
3,HTE__commute_5km_bucket,True,False,False,False,False,5191.648649811745
3,HTE__commute_10km_bucket,True,False,False,False,False,3042.4298672676086
4,Age,False,False,False,False,False,17589.07464337349
4,Annual_Income_USD,False,False,False,False,False,43405.76482129097
4,Daily_Commute_km,False,False,False,False,False,3773.543132543564
4,Number_of_Cars_Owned,False,False,False,False,False,1391.2311491966248
4,Charging_Stations_Near_Home,False,False,False,False,False,6050.795493364334
4,Charging_Stations_Near_Work,False,False,False,False,False,4896.239612340927
4,Environmental_Concern_Level,False,False,False,False,False,15648.525210618973
4,Gender,False,False,False,False,False,556.5161499977112
4,City_Type,False,False,False,False,False,1149.838150024414
4,Current_Car_Type,False,False,False,False,False,1170.3214690685272
4,Home_Charging_Possible,False,False,False,False,False,3181.5684871673584
4,Subsidy_Available,False,False,False,False,False,467.2365951538086
4,Range_Anxiety_Level,False,False,False,False,False,1409.0078325271606
4,FE__income_digit_ones,False,False,False,True,False,2084.4401733875275
4,FE__income_digit_tens,False,False,False,True,False,696.2337892055511
4,FE__income_digit_hundreds,False,False,False,True,False,787.4731733798981
4,FE__income_digit_thousands,False,False,False,True,False,3667.1721827983856
4,FE__income_digit_ten_thousands,False,False,False,True,False,3073.3160009384155
4,FE__income_digit_hundred_thousands,False,False,False,True,False,178.78939723968506
4,FE__income_last2,False,False,False,True,False,4724.664386510849
4,FE__income_last3,False,False,False,True,False,9066.543763637543
4,FE__income_exact_frequency_count,False,False,False,False,True,10952.160204410553
