mode,fold,cat_weight,xgb_weight,lgbm_weight,reconstruction_rmse,reconstruction_mae
foldwise_rank,0,0.24999999999999964,0.49999999999999944,0.2500000000000009,6.497032887311898e-17,4.249226817086127e-17
foldwise_rank,1,0.24999999999999944,0.4999999999999997,0.25000000000000083,6.490513207409048e-17,4.299401256731695e-17
foldwise_rank,2,0.19999999999999934,0.5500000000000009,0.24999999999999978,6.81681450259245e-17,4.6479342528692117e-17
foldwise_rank,3,0.19999999999999923,0.55,0.25000000000000067,8.822219059032736e-17,6.268227060607497e-17
foldwise_rank,4,0.19999999999999818,0.5500000000000015,0.25000000000000033,8.451604984788257e-17,5.919324196857689e-17
