internal_auc,external_xgb10_auc,external_01blend_auc,two_way_champion_auc,three_way_auc,delta_vs_two_way_champion,rank_corr_01blend_vs_two_way,rank_corr_01blend_vs_internal,rank_corr_01blend_vs_xgb10,folds_improved,folds_worse,primitive
0.9461125311063966,0.9462428307575335,0.9461845832633258,0.9463234791707303,0.9463448507826123,2.1371611881981778e-05,0.99837965298244,0.9983066799670159,0.9968337744339805,5,0,WEAK_OR_INCONSISTENT_EXTERNAL_01BLEND_SIGNAL
