fold,feature,is_income_digit_feature,is_exact_frequency_feature,is_exact_te_feature,gain_importance
3,Current_Car_Type,False,False,False,0.012613547965884209
3,Home_Charging_Possible,False,False,False,0.03331460803747177
3,Subsidy_Available,False,False,False,0.014788961969316006
3,Range_Anxiety_Level,False,False,False,0.022767167538404465
3,FE__income_digit_ones,True,False,False,0.011314605362713337
3,FE__income_digit_tens,True,False,False,0.01209488045424223
3,FE__income_digit_hundreds,True,False,False,0.015233820304274559
3,FE__income_digit_thousands,True,False,False,0.0169121902436018
3,FE__income_digit_ten_thousands,True,False,False,0.033685483038425446
3,FE__income_digit_hundred_thousands,True,False,False,0.33619844913482666
3,FE__income_last2,True,False,False,0.011452707462012768
3,FE__income_last3,True,False,False,0.013275029137730598
3,FE__income_exact_frequency_count,False,True,False,0.01582150161266327
3,FE__income_exact_frequency_log1p,False,True,False,0.015974650159478188
3,FE__income_exact_frequency_rate,False,True,False,0.017531640827655792
3,FE__commute_exact_frequency_count,False,True,False,0.011554797179996967
3,FE__commute_exact_frequency_log1p,False,True,False,0.011957909911870956
3,FE__commute_exact_frequency_rate,False,True,False,0.01601615734398365
3,TE__Annual_Income_USD_exact,False,False,True,0.12203334271907806
3,TE__Daily_Commute_km_exact,False,False,True,0.03689946234226227
4,Age,False,False,False,0.021917255595326424
4,Annual_Income_USD,False,False,False,0.05569330230355263
4,Daily_Commute_km,False,False,False,0.014326096512377262
4,Number_of_Cars_Owned,False,False,False,0.012946229428052902
4,Charging_Stations_Near_Home,False,False,False,0.016120733693242073
4,Charging_Stations_Near_Work,False,False,False,0.013502873480319977
4,Environmental_Concern_Level,False,False,False,0.07004962861537933
4,Gender,False,False,False,0.011533859185874462
4,City_Type,False,False,False,0.013636957854032516
4,Current_Car_Type,False,False,False,0.013014445081353188
4,Home_Charging_Possible,False,False,False,0.03593352809548378
4,Subsidy_Available,False,False,False,0.013046071864664555
4,Range_Anxiety_Level,False,False,False,0.02405582182109356
4,FE__income_digit_ones,True,False,False,0.012756070122122765
4,FE__income_digit_tens,True,False,False,0.0113228689879179
4,FE__income_digit_hundreds,True,False,False,0.01762065291404724
4,FE__income_digit_thousands,True,False,False,0.01802203245460987
4,FE__income_digit_ten_thousands,True,False,False,0.031589996069669724
4,FE__income_digit_hundred_thousands,True,False,False,0.30977192521095276
