fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9451003169781269,0.9450941293312233,-6.187646903632604e-06,5590,57.70951170000262,67.00382750000063
1,0.9458012655292571,0.9458119526401119,1.0687110854723514e-05,4895,51.300418899998476,61.93001830000139
2,0.9470206786095297,0.9470729155440598,5.223693453015876e-05,8599,76.05122159999883,87.1983395999996
3,0.9463473239064019,0.946356470849072,9.14694267017957e-06,4649,51.51367509999909,62.69301479999922
4,0.9460753532076756,0.9460983527422401,2.2999534564527302e-05,4063,46.03520339999886,57.5025186999992
