fold,train_rows,valid_rows,positive_rate_valid,auc,best_iteration_zero_based,tree_count,fit_seconds,inference_seconds_valid_plus_test
0,534932,133733,0.17463901953893204,0.9400219715191431,927,928,45.13075240000035,0.10247659999731695
1,534932,133733,0.1746464971248682,0.9409123039011746,1046,1047,50.50309140000172,0.21001419999811333
2,534932,133733,0.1746464971248682,0.9422384209038737,1303,1304,73.38666020000164,0.1942242000004626
3,534932,133733,0.1746464971248682,0.9417931687745366,942,943,53.39893469999879,0.1281483999991906
4,534932,133733,0.1746464971248682,0.9412677832907855,1104,1105,60.402749299999414,0.16120189999855938
