fold,income_digit_baseline_auc,digit_candidate_auc,delta_vs_income_digits,catboost_auc,delta_vs_catboost,best_iteration_zero_based,te_generation_seconds,fit_seconds,inference_seconds,total_fold_seconds
0,0.9447630702442151,0.9447094210840117,-5.364916020345056e-05,0.9445226451913928,0.0001867758926188401,1371,1.440043999999034,10.0581044999999,0.2598623000012594,11.888152999999875
1,0.9453883829212821,0.945319340872471,-6.904204881108544e-05,0.9450696193102858,0.00024972156218527886,1328,1.4881152999987535,9.98501060000126,0.2401081999996677,11.848459900000307
2,0.9466384888129359,0.9466600556283999,2.156681546405803e-05,0.9464517911811139,0.0002082644472860551,1377,1.4492441000002145,9.383106000001135,0.24067999999897438,11.200647999998182
3,0.945950558660991,0.9458819698766361,-6.85887843548949e-05,0.9457721613739136,0.00010980850272246379,1204,1.4287618999987899,8.516772899998614,0.2363595000024361,10.322773300002154
4,0.9458448786080825,0.9458183924089353,-2.648619914724648e-05,0.9454100967519183,0.0004082956570169438,1476,1.4549507000010635,10.065720899998269,0.2604983999990509,11.913503199997649
