fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9449788513863022,0.944651384788666,-0.0003274665976362723,1203,36.544335200000205,46.827750799999194
1,0.9456264421848994,0.9454552022868803,-0.00017123989801914874,1238,40.506089300000895,51.237813100000494
2,0.9469471613257752,0.9466709390180864,-0.000276222307688756,1183,42.18987180000113,53.30437909999819
3,0.9462663255286782,0.9460541432628143,-0.00021218226586383615,1196,41.883682199997565,53.35372599999755
4,0.9459618947332794,0.9458563997100204,-0.00010549502325896132,1167,41.99995459999991,54.07796699999744
