fold,baseline_auc,candidate_auc,delta_vs_baseline,best_iteration,fit_seconds,total_fold_seconds
0,0.9449267203350673,0.944921119217041,-5.601118026277163e-06,1123,11.558728300005896,18.13247880000563
1,0.9455665333082081,0.9455308010572175,-3.573225099051669e-05,1291,12.275254800006223,18.818707900005393
2,0.9469170951714145,0.9469272562860325,1.0161114617934786e-05,1246,12.864065599998867,19.371042900005705
3,0.9460633189102942,0.9460832476121095,1.9928701815330463e-05,1080,10.741119199999957,17.284708799998043
4,0.9459080561479662,0.9459218555971732,1.3799449206985948e-05,1370,13.84522549999383,20.425558299997647
