outer_fold,feature,segment,train_n,train_positives,selected_source,champion_auc_train4,cat_auc_train4,xgb_auc_train4,lgbm_auc_train4
4,audit_commute_5km,70,2132,319,CHAMPION,0.9606430049779804,0.9603957485730885,0.9604804727957437,0.9595986492538217
0,audit_commute_10km,20,83012,14812,CHAMPION,0.9448534506380258,0.9444114158449636,0.944809797457558,0.9447224024984101
0,audit_commute_10km,50,80392,12835,CHAMPION,0.9474077245330567,0.9469774321320918,0.9473485377616372,0.9472251313163423
0,audit_commute_10km,60,22593,2417,CHAMPION,0.950173834345472,0.9499042579212733,0.9500532672843068,0.9494575579337083
0,audit_commute_10km,40,100841,17069,CHAMPION,0.9467187155776781,0.9464642408494439,0.9466251649092916,0.9465434146812406
0,audit_commute_10km,30,98463,17012,CHAMPION,0.9447460402994069,0.944307346941475,0.9447278155660039,0.9445991036118725
0,audit_commute_10km,10,29478,7390,CHAMPION,0.9435667007207974,0.9433340417393044,0.9434196722765722,0.9431442363159
0,audit_commute_10km,0,116822,21529,CHAMPION,0.9444541751013069,0.944022403568434,0.944444095956757,0.9443268760613155
0,audit_commute_10km,70,3156,356,CHAMPION,0.9619010834670947,0.9613132022471911,0.9616663322632424,0.9610403290529695
1,audit_commute_10km,20,83170,14782,CHAMPION,0.9450542875262178,0.9446571112814498,0.945003141600688,0.944931457772755
1,audit_commute_10km,0,116621,21512,CHAMPION,0.9434638751726254,0.9430073556538353,0.9434556238894615,0.943323737768438
1,audit_commute_10km,30,98422,16925,CHAMPION,0.9446312998734953,0.944225655631695,0.944601355046209,0.9444798691197032
1,audit_commute_10km,50,80038,12732,CHAMPION,0.9473237042016823,0.9468640174048499,0.9472657281468082,0.9471879216485442
1,audit_commute_10km,40,101152,17199,CHAMPION,0.9464149472019522,0.9461287516126022,0.9463512024741013,0.9462603884942234
1,audit_commute_10km,60,22648,2423,CHAMPION,0.9530143908270912,0.9528158607738877,0.9529223495273714,0.9521949263521658
1,audit_commute_10km,70,3125,361,CHAMPION,0.964019987893414,0.9633896035694386,0.9639638646467643,0.9632272470344877
1,audit_commute_10km,10,29575,7483,CHAMPION,0.9434230504830201,0.943358794146689,0.9432236940275439,0.9430069494959291
2,audit_commute_10km,20,82859,14783,CHAMPION,0.9447632703181431,0.9443940746743584,0.9446976595949479,0.9446396837565627
2,audit_commute_10km,0,116989,21559,XGB,0.9438514411689491,0.9433481125031646,0.9438628175567203,0.9437552841900699
2,audit_commute_10km,30,98635,16939,CHAMPION,0.944255632356253,0.943870594555469,0.9441991915699124,0.9441433682644395
2,audit_commute_10km,50,79948,12757,CHAMPION,0.9468664677793204,0.9464572054408132,0.9468239644105593,0.9466473442003008
2,audit_commute_10km,40,100969,17120,CHAMPION,0.9458066551933644,0.9454708037690807,0.94573552397484,0.9456763415972617
2,audit_commute_10km,10,29595,7484,CHAMPION,0.9430436114554521,0.9428833582255567,0.9428843130310818,0.9425731763558921
2,audit_commute_10km,70,3159,357,CHAMPION,0.9568505489276368,0.9564366788828308,0.9565866317976155,0.9559088446227885
2,audit_commute_10km,60,22607,2418,CHAMPION,0.9509789028011183,0.9505601142814956,0.9508284531688366,0.950438496817154
3,audit_commute_10km,0,116634,21499,XGB,0.9436355677035368,0.9431511231564944,0.9436506131194614,0.9435217210005988
3,audit_commute_10km,30,98549,16935,CHAMPION,0.9439097272463104,0.9434605812816477,0.9438877807346325,0.9437488845593011
3,audit_commute_10km,20,83074,14857,CHAMPION,0.9444974127078636,0.9440024526532571,0.9444577111772955,0.9444045725471553
3,audit_commute_10km,50,80041,12810,CHAMPION,0.9478072553771435,0.9473993877192561,0.9477401878577931,0.9476477333656312
3,audit_commute_10km,40,101227,17100,CHAMPION,0.9466297501890244,0.9463074082438853,0.9465687424547556,0.9464677822454035
3,audit_commute_10km,60,22498,2400,CAT,0.9529316349885562,0.9529648576143565,0.9527101266295154,0.9522118079742595
3,audit_commute_10km,10,29534,7445,CHAMPION,0.9423288308506879,0.9422431344276974,0.9421319534585665,0.9418670899132305
3,audit_commute_10km,70,3197,371,CHAMPION,0.9626189617777168,0.9625397969947903,0.9623185171196227,0.9614810872472211
4,audit_commute_10km,20,83209,14858,CHAMPION,0.9445693955329385,0.9441157577548033,0.9445144356622504,0.9444964490192702
4,audit_commute_10km,0,116770,21593,XGB,0.9437931453937255,0.9433362946432393,0.9438003711191965,0.9436651697670503
4,audit_commute_10km,30,98387,16913,CHAMPION,0.944263643428193,0.9439099985127251,0.9442233649681495,0.944078123754939
4,audit_commute_10km,50,80157,12786,CHAMPION,0.9481268142571154,0.94767461381021,0.9480868632749528,0.9479229172789944
4,audit_commute_10km,40,101075,17092,CHAMPION,0.9458575225566292,0.9455066201157653,0.9457939819956039,0.9457359961872975
4,audit_commute_10km,60,22446,2374,CHAMPION,0.9533534058350344,0.9531305455373293,0.9532341951451607,0.9526018884668941
4,audit_commute_10km,10,29570,7446,CHAMPION,0.9429005849286564,0.9428439880743473,0.9426883869410286,0.9424371141476753
4,audit_commute_10km,70,3147,355,CHAMPION,0.9632249081883852,0.9631260341418136,0.962926268210985,0.9620636426005893
0,Subsidy_Available,No,199091,1138,CHAMPION,0.8881890840804847,0.8868984624414715,0.8881261730507704,0.8875567398936196
0,Subsidy_Available,Yes,335841,92286,CHAMPION,0.9113216780749989,0.9107159182051943,0.911227705964865,0.9110030620117175
1,Subsidy_Available,No,198995,1167,CHAMPION,0.8885239610481743,0.887087207519246,0.8884796971373037,0.8878659127585735
1,Subsidy_Available,Yes,335937,92256,CHAMPION,0.91122713854388,0.9106473714697679,0.9111334480148539,0.9109191417721787
2,Subsidy_Available,No,198841,1163,CHAMPION,0.8878928861067537,0.8868652980275548,0.8878168115657696,0.8870890262082067
2,Subsidy_Available,Yes,336091,92260,CHAMPION,0.9107273312326951,0.9101082995801493,0.9106325019115551,0.910444992843715
3,Subsidy_Available,No,199008,1132,CHAMPION,0.8840214460074828,0.882944962962492,0.8839491767410892,0.8831731683053534
3,Subsidy_Available,Yes,335924,92291,CHAMPION,0.9108189156187674,0.9101808831076641,0.9107323306969692,0.9105230615119696
4,Subsidy_Available,No,199089,1128,CHAMPION,0.8874600824017884,0.8860988016623806,0.8873724402195275,0.8866975141353332
4,Subsidy_Available,Yes,335843,92295,CHAMPION,0.910832743801562,0.9102363917078635,0.9107408780496917,0.9105238066917399
0,Range_Anxiety_Level,Low,483196,91335,CHAMPION,0.9437102192458576,0.9433301125778473,0.9436556155743416,0.9435171675148786
0,Range_Anxiety_Level,Medium,49987,2086,CHAMPION,0.9369918247612931,0.9361895848906812,0.9369265034749383,0.9365377332358726
1,Range_Anxiety_Level,Low,483213,91303,CHAMPION,0.9435152728805428,0.9431489399388739,0.9434581028772617,0.9433296978619953
1,Range_Anxiety_Level,Medium,49954,2118,XGB,0.9386190905170886,0.9377063135764223,0.9386488635115524,0.9381539793933964
2,Range_Anxiety_Level,Low,483335,91350,CHAMPION,0.9431794488745859,0.9427901851549659,0.943125058675191,0.9430075464431072
2,Range_Anxiety_Level,Medium,49864,2070,CHAMPION,0.9365612312826443,0.9358610645647313,0.9364849781034913,0.9360301881322802
3,Range_Anxiety_Level,Low,482969,91336,CHAMPION,0.9432960778434842,0.9428939676695869,0.943247370081021,0.9431147453793873
3,Range_Anxiety_Level,Medium,50210,2085,CHAMPION,0.9386395091718832,0.9381794612102526,0.9385110965772836,0.9380747827711858
4,Range_Anxiety_Level,Low,483175,91344,CHAMPION,0.9433965728761555,0.9430113721766809,0.9433450860821031,0.9432105786853902
4,Range_Anxiety_Level,Medium,49981,2077,CHAMPION,0.9376907401707604,0.9370950515217564,0.9376007521784058,0.9371668579897718
0,Current_Car_Type,Sedan,242737,41740,CHAMPION,0.9475428145343284,0.9471754985632368,0.9474827992638775,0.947385725140529
0,Current_Car_Type,Hatchback,63498,10966,CHAMPION,0.945378345004382,0.9450050127250021,0.9453198560375847,0.945175538350549
0,Current_Car_Type,SUV,197236,35756,CHAMPION,0.9447894511427646,0.9443982089558485,0.944741465896493,0.9445703110246053
0,Current_Car_Type,Truck,31461,4962,CHAMPION,0.9458755099836534,0.9455184280717612,0.9458321638353141,0.9456207909954516
1,Current_Car_Type,Sedan,243094,41829,CHAMPION,0.9469512373017589,0.9465878620743235,0.9468883174757832,0.9468031328470106
1,Current_Car_Type,SUV,197224,35660,CHAMPION,0.9446526891135227,0.9443057263732711,0.9446028222609689,0.9444240542596846
1,Current_Car_Type,Hatchback,63334,11040,CHAMPION,0.9463014563909291,0.9458715041573756,0.9462751246367389,0.9461204745133838
1,Current_Car_Type,Truck,31280,4894,CHAMPION,0.9467484335772542,0.9463357972616839,0.9466969363172647,0.9465555124510153
2,Current_Car_Type,Sedan,242715,41832,CHAMPION,0.9465990278660772,0.9462329980067624,0.9465385401145662,0.9464543520182453
2,Current_Car_Type,SUV,197264,35552,CHAMPION,0.9444701765263626,0.9440833110853105,0.9444270487614769,0.9442562468137397
2,Current_Car_Type,Hatchback,63596,11127,CHAMPION,0.9454931112348941,0.9450595086027876,0.9454420820320368,0.9453547207287363
2,Current_Car_Type,Truck,31357,4912,CHAMPION,0.9467405886040908,0.9463537538422502,0.9466582893141254,0.946552721738868
3,Current_Car_Type,SUV,197125,35750,CHAMPION,0.944704734682823,0.9443058753175562,0.9446691096293327,0.9444730498502271
3,Current_Car_Type,Sedan,242667,41627,CHAMPION,0.9467837208917835,0.9464079943780175,0.9467290119246448,0.9466286370402577
3,Current_Car_Type,Hatchback,63730,11176,CHAMPION,0.9462258077515061,0.9458332751050567,0.946163056568001,0.9460852843619771
3,Current_Car_Type,Truck,31410,4870,CHAMPION,0.9453233505970609,0.9449082706510958,0.9452603949870716,0.9451325301857334
4,Current_Car_Type,Sedan,242623,41712,CHAMPION,0.9469673196964314,0.9466101315990321,0.9469121860488383,0.9468057957167357
4,Current_Car_Type,SUV,197331,35734,CHAMPION,0.9447146532936056,0.9443136627119674,0.9446694514277061,0.944499044158954
4,Current_Car_Type,Hatchback,63594,11075,CHAMPION,0.9461419431694869,0.9457432466556122,0.9460883420154899,0.9459761426983515
4,Current_Car_Type,Truck,31384,4902,CHAMPION,0.9451338832307241,0.9448314869639944,0.9450632864841166,0.94489017058183
0,City_Type,Suburban,204049,36937,CHAMPION,0.9454430301422945,0.9450570996030205,0.9454224093064681,0.9452334702876503
0,City_Type,Urban,231756,37331,CHAMPION,0.9484221133188373,0.9480264706518257,0.9483629182535808,0.9482616449784288
0,City_Type,Rural,99127,19156,CHAMPION,0.9421318662317657,0.9418198002601793,0.9420204912895457,0.9419002614721588
1,City_Type,Suburban,204461,37197,CHAMPION,0.9453248134377977,0.9449546874329042,0.9452864742746673,0.9451442779622232
1,City_Type,Rural,99186,19093,CHAMPION,0.9412147550551256,0.9409263637479295,0.9411218652785314,0.9409478561385033
1,City_Type,Urban,231285,37133,CHAMPION,0.9485522826736905,0.9481519191209956,0.948502943516515,0.948397457675132
2,City_Type,Suburban,204412,36837,CHAMPION,0.9455756428790562,0.9451730549975069,0.9455491674130366,0.9453980983216355
2,City_Type,Rural,99143,19184,CHAMPION,0.9403359261498498,0.9400868905749976,0.9402228263935852,0.9400807146226033
2,City_Type,Urban,231377,37402,CHAMPION,0.9479464172621924,0.9475249794007361,0.9478932688561563,0.947807678853674
3,City_Type,Rural,99126,19240,CHAMPION,0.9408431514648499,0.9405013917181255,0.9407594159775393,0.9405947341906084
3,City_Type,Urban,231408,37297,CHAMPION,0.9485847912048024,0.9481824617328398,0.9485317783137984,0.948429326339108
3,City_Type,Suburban,204398,36886,CHAMPION,0.9451065417532859,0.9447089633298793,0.9450775879724751,0.9449203192457036
4,City_Type,Suburban,204188,36971,CHAMPION,0.945973067375927,0.9455893540074344,0.9459368736690786,0.9457868066144198
4,City_Type,Rural,99350,19235,CHAMPION,0.9400913302412419,0.9398041095753292,0.9399888972313503,0.9398479148791847
4,City_Type,Urban,231394,37217,CHAMPION,0.9482793781178693,0.9478716990321945,0.9482354125953625,0.9481155303186382
0,Home_Charging_Possible,Yes,369837,72377,CHAMPION,0.9430156712261395,0.9426373480703758,0.9429666812756513,0.9428032325967626
0,Home_Charging_Possible,No,165095,21047,CHAMPION,0.9511910372379161,0.9507961033414047,0.9511201067536121,0.9510349009838668
1,Home_Charging_Possible,Yes,370141,72501,CHAMPION,0.9429211330027931,0.9425459238946939,0.9428746750891708,0.9427232819718501
1,Home_Charging_Possible,No,164791,20922,CHAMPION,0.9507996714732698,0.9504284819726172,0.9507271595043763,0.9506285874721284
2,Home_Charging_Possible,Yes,370345,72464,CHAMPION,0.9425004352234252,0.9421189888706938,0.9424563376375928,0.9423049585878966
2,Home_Charging_Possible,No,164587,20959,CHAMPION,0.9507062638701409,0.9503006854216898,0.9506249619863376,0.9505698129841611
3,Home_Charging_Possible,Yes,370237,72528,CHAMPION,0.9424674728831466,0.94207525284732,0.9424264188717214,0.942261386954145
3,Home_Charging_Possible,No,164695,20895,CHAMPION,0.9514440966006268,0.9510373473100984,0.9513716519547203,0.951299976936141
4,Home_Charging_Possible,Yes,370148,72534,CHAMPION,0.9428260779041088,0.942449147782364,0.942779636699558,0.9426145360650562
4,Home_Charging_Possible,No,164784,20889,CHAMPION,0.9507191334945875,0.9503159798028736,0.9506536030150453,0.9505714670980814
0,Number_of_Cars_Owned,2,238484,42579,CHAMPION,0.9458234991863056,0.9454304551921019,0.9457752753126741,0.9456251448015296
0,Number_of_Cars_Owned,1,230419,39453,CHAMPION,0.9460102399697958,0.9456249008374379,0.9459549988670183,0.9458457211718512
0,Number_of_Cars_Owned,3,55241,9621,CHAMPION,0.9486669397522526,0.9483827186264739,0.9485769885134998,0.9484473651342022
0,Number_of_Cars_Owned,4,10788,1771,XGB,0.9452941858301782,0.9449812691467343,0.9453231793111537,0.9449061240556533
1,Number_of_Cars_Owned,2,238533,42514,CHAMPION,0.9459240225951937,0.9455551134450109,0.9458760251732983,0.94572228322317
1,Number_of_Cars_Owned,1,230420,39484,CHAMPION,0.9456645163097102,0.9452933748724066,0.9456040536466316,0.9455097195403221
1,Number_of_Cars_Owned,4,10835,1789,XGB,0.9438613362644218,0.9434276482896498,0.9439566506052476,0.9434273393290638
1,Number_of_Cars_Owned,3,55144,9636,CHAMPION,0.9484020479131154,0.94805458666453,0.948332610165514,0.9482186334715125
2,Number_of_Cars_Owned,2,238617,42443,CHAMPION,0.9454553365945193,0.9450749515420581,0.9453988881832942,0.9452861455726075
2,Number_of_Cars_Owned,1,230416,39547,CHAMPION,0.9453992710047473,0.9449994950337365,0.9453515302982852,0.9452271283197022
2,Number_of_Cars_Owned,4,10815,1795,XGB,0.943093002859631,0.9426595495000278,0.9431513380973263,0.9427270874380052
2,Number_of_Cars_Owned,3,55084,9638,CHAMPION,0.9484830499244046,0.9481564820967832,0.9483999168436319,0.9483294558899795
3,Number_of_Cars_Owned,1,230515,39462,CHAMPION,0.9455199168782332,0.9451119046175059,0.9454656668572254,0.9453750903492002
3,Number_of_Cars_Owned,2,238572,42513,CHAMPION,0.9456301827506307,0.9452512535150231,0.9455806218974383,0.9454326946417003
3,Number_of_Cars_Owned,4,10799,1801,XGB,0.9429953216823185,0.9426089997913041,0.9430624906589768,0.9425584610757477
3,Number_of_Cars_Owned,3,55046,9647,CHAMPION,0.9490656772998497,0.9487029364250275,0.9490182738768576,0.9488291750672114
4,Number_of_Cars_Owned,2,238942,42551,CHAMPION,0.9454499237380155,0.945058545317137,0.9454068525655701,0.9452576807718327
4,Number_of_Cars_Owned,1,230278,39458,CHAMPION,0.9459423603914373,0.9455445577481594,0.9458885367380983,0.9457813507578576
4,Number_of_Cars_Owned,4,10719,1784,XGB,0.9438733528899551,0.9434953739137417,0.94389537290998,0.9434995771654274
4,Number_of_Cars_Owned,3,54993,9630,CHAMPION,0.948520699609054,0.9483003781037647,0.9484272535686457,0.9482886577180148
0,Charging_Stations_Near_Home,3,47073,7627,CHAMPION,0.9484757659148898,0.9481405741447725,0.9484111483312263,0.9483123331698501
0,Charging_Stations_Near_Home,6,44442,7299,XGB,0.9471938133950677,0.9464831210385509,0.947228356982633,0.9470887108874235
0,Charging_Stations_Near_Home,2,81402,15400,CHAMPION,0.9434475499955334,0.943125834537875,0.9433469017271023,0.9433103301277371
0,Charging_Stations_Near_Home,8,16723,2729,CHAMPION,0.9500427550665198,0.9498546018753888,0.950005676934359,0.9497831426785902
0,Charging_Stations_Near_Home,0,55695,10207,CHAMPION,0.9431356395700798,0.9428286166900902,0.9430457949481953,0.9429137326476651
0,Charging_Stations_Near_Home,7,45770,7584,CHAMPION,0.947235443557307,0.9468996195973693,0.9471469688755305,0.9471118414313815
0,Charging_Stations_Near_Home,10,15999,2733,CHAMPION,0.9481384145809003,0.9476027098207087,0.9480812378030457,0.9479632848409164
0,Charging_Stations_Near_Home,1,54518,10776,CHAMPION,0.9432871330940074,0.9429438281928961,0.9432354575083697,0.9429921921113533
0,Charging_Stations_Near_Home,13,17083,2923,CHAMPION,0.9475523246374458,0.9470870154106048,0.9474524325870602,0.9474915002966922
0,Charging_Stations_Near_Home,9,17945,3016,XGB,0.9472896733308659,0.9466185701622517,0.9473521263245498,0.9471290545362995
0,Charging_Stations_Near_Home,11,18921,3216,CHAMPION,0.9494045214868037,0.9491266506531336,0.9492898251499586,0.949295329306983
0,Charging_Stations_Near_Home,4,43075,6843,CHAMPION,0.9445196622367739,0.9441720537919092,0.9444927984034046,0.9443203443300933
0,Charging_Stations_Near_Home,5,42527,7176,CHAMPION,0.9487150375559995,0.948378846640288,0.948701354897739,0.9483991439630725
0,Charging_Stations_Near_Home,14,16476,2888,XGB,0.9487390138520465,0.9484911553252544,0.9487538830702011,0.9482671232234404
0,Charging_Stations_Near_Home,12,17283,3007,CHAMPION,0.9482054714399007,0.9478175538481565,0.9480957410200891,0.9481035797391777
1,Charging_Stations_Near_Home,3,47056,7584,CHAMPION,0.9479610386372265,0.9476606434363983,0.947881566276645,0.9477866156712701
1,Charging_Stations_Near_Home,2,81273,15257,CHAMPION,0.9419751048929297,0.9416280855531584,0.9418831262016807,0.9418239977876545
1,Charging_Stations_Near_Home,8,16650,2683,XGB,0.9485268254245317,0.948084739223847,0.9485589948577208,0.9483306866157891
1,Charging_Stations_Near_Home,6,44652,7408,CHAMPION,0.9474993420889343,0.9468882028021155,0.9474948640748199,0.9473920165406206
1,Charging_Stations_Near_Home,1,54556,10770,CHAMPION,0.9435882243770146,0.9433102994682376,0.9435286750224069,0.9432682955648094
1,Charging_Stations_Near_Home,13,17056,2962,CHAMPION,0.948429695589764,0.9480828754977553,0.9483104039464166,0.9484134067709938
1,Charging_Stations_Near_Home,11,18957,3228,CHAMPION,0.9499800603515098,0.9497082930266457,0.9498792985560969,0.9499046268729264
1,Charging_Stations_Near_Home,0,55980,10395,CHAMPION,0.9424828213925505,0.9421338747213486,0.9424349292134747,0.9422754409131506
1,Charging_Stations_Near_Home,9,17838,2979,XGB,0.9472929276951131,0.9468393070537214,0.9473008346262859,0.9470105034092315
1,Charging_Stations_Near_Home,7,46170,7693,CHAMPION,0.9476785078271406,0.9472624351299611,0.9476067333527787,0.9476459609213956
1,Charging_Stations_Near_Home,10,16017,2739,CHAMPION,0.9469888344405846,0.9464890467400281,0.9469326456162187,0.9468237875023627
1,Charging_Stations_Near_Home,4,42832,6813,CHAMPION,0.9453322348540978,0.9449784251422958,0.9453067700414993,0.9451199017567611
1,Charging_Stations_Near_Home,5,42277,7102,CHAMPION,0.9482077963563523,0.9478899344048956,0.9481998484065172,0.9478942756547553
1,Charging_Stations_Near_Home,14,16306,2797,CHAMPION,0.9520596750963016,0.9518433969244618,0.9520103958554834,0.9517232820831875
1,Charging_Stations_Near_Home,12,17312,3013,CHAMPION,0.9478133626467513,0.9474085499423472,0.9477391568489826,0.9477070211195457
2,Charging_Stations_Near_Home,3,47132,7616,CHAMPION,0.9471045089384068,0.9467676117763382,0.9470212420205708,0.9469652118363289
2,Charging_Stations_Near_Home,2,81262,15266,CHAMPION,0.9413710264048415,0.9410913187954724,0.9412675817161624,0.9412277542206923
2,Charging_Stations_Near_Home,8,16701,2749,XGB,0.9490667712571043,0.9487226876286956,0.9490980978070425,0.94883564832583
2,Charging_Stations_Near_Home,1,54399,10737,CHAMPION,0.94331175725854,0.9429568225474525,0.9432643243394683,0.943012442345907
2,Charging_Stations_Near_Home,13,17028,2962,LGBM,0.9474639091701675,0.946898930123284,0.9473536687707309,0.9475320983656387
2,Charging_Stations_Near_Home,11,18877,3219,CHAMPION,0.9486693894355949,0.9483710248627157,0.9485844343469177,0.9484864641862716
2,Charging_Stations_Near_Home,9,17864,2969,XGB,0.9480940061965135,0.9475847040205431,0.9481357941653096,0.9478091786775985
2,Charging_Stations_Near_Home,6,44640,7386,XGB,0.9476844133257467,0.9469301286354543,0.9477008983971408,0.9476617063755547
2,Charging_Stations_Near_Home,10,16045,2712,CHAMPION,0.9471909502383576,0.9465759320974175,0.9471541545175797,0.9471203317693562
2,Charging_Stations_Near_Home,7,45957,7692,CHAMPION,0.9476234597534953,0.9472509582468754,0.9475632680083108,0.947490763736129
2,Charging_Stations_Near_Home,0,55793,10299,CHAMPION,0.9420714416158258,0.9417391976218279,0.9419969030528458,0.9418657880035378
2,Charging_Stations_Near_Home,4,43068,6858,CHAMPION,0.9462281687080378,0.9458239556219517,0.94618315770687,0.9461029634252547
2,Charging_Stations_Near_Home,5,42268,7028,CHAMPION,0.9474646452296861,0.9472269285917784,0.9474387798247581,0.9471577186470593
2,Charging_Stations_Near_Home,14,16502,2854,XGB,0.94877171527015,0.9484399042786456,0.9487835120244226,0.9483865172263934
2,Charging_Stations_Near_Home,12,17396,3076,CHAMPION,0.9483224331824687,0.9479938394926298,0.9482004421508018,0.9482269584855904
3,Charging_Stations_Near_Home,2,80988,15228,CHAMPION,0.9421165713235062,0.9417722615434369,0.9420308642374753,0.9419636249206705
3,Charging_Stations_Near_Home,8,16598,2669,XGB,0.9494541861268762,0.9490618280617642,0.9494564725174107,0.9492383643097557
3,Charging_Stations_Near_Home,6,44643,7240,CHAMPION,0.9479653521455055,0.9473129869778816,0.9479635500623861,0.9479146851753404
3,Charging_Stations_Near_Home,1,54526,10858,CHAMPION,0.9421536260482042,0.9417758445888689,0.9421173978430628,0.9418506494262465
3,Charging_Stations_Near_Home,13,16999,2940,CHAMPION,0.94848798044006,0.9480787720166663,0.9483996500655885,0.9483929726666966
3,Charging_Stations_Near_Home,11,18951,3227,CHAMPION,0.9497422496540691,0.9494100255278991,0.9496286342254843,0.9496471398434271
3,Charging_Stations_Near_Home,0,56034,10436,CHAMPION,0.9419809528808185,0.9416864024131028,0.9419139616413144,0.9417318264179179
3,Charging_Stations_Near_Home,9,17956,2985,XGB,0.9482522491557378,0.9476453471686801,0.9482808583473553,0.9481019418111195
3,Charging_Stations_Near_Home,7,45878,7681,CHAMPION,0.9478676789157623,0.9474782823805422,0.94780448682712,0.9477602608861181
3,Charging_Stations_Near_Home,10,16181,2744,CHAMPION,0.9476028235425833,0.9470659264886064,0.9475456921198615,0.947452109412004
3,Charging_Stations_Near_Home,3,46950,7549,CHAMPION,0.9480179457410488,0.9476634300195299,0.9479519353786726,0.9478463504020797
3,Charging_Stations_Near_Home,4,42980,6754,CHAMPION,0.9455412085721656,0.9451539958220693,0.9455109597154219,0.9453832450450362
3,Charging_Stations_Near_Home,5,42489,7213,CHAMPION,0.9479647920129847,0.9477248017955008,0.9479274795462521,0.9476393769190632
3,Charging_Stations_Near_Home,14,16475,2850,XGB,0.9482190246257846,0.9478725511025269,0.9482226042169646,0.9478273812972798
3,Charging_Stations_Near_Home,12,17284,3049,CHAMPION,0.9482599337849432,0.9477287779291133,0.9481783371309241,0.9482357992388228
4,Charging_Stations_Near_Home,3,47169,7648,CHAMPION,0.9473850427779564,0.9471266629843209,0.9473150228034055,0.9471850173743762
4,Charging_Stations_Near_Home,2,81263,15229,CHAMPION,0.9422684069773427,0.9419571742733278,0.9421695278434645,0.9421234841516835
4,Charging_Stations_Near_Home,8,16592,2718,XGB,0.949257842818097,0.948852162896108,0.9492719639161791,0.9490879123082197
4,Charging_Stations_Near_Home,6,44451,7275,XGB,0.9463954999604373,0.945836502062817,0.946415946954655,0.9462628422283305
4,Charging_Stations_Near_Home,1,54709,10851,CHAMPION,0.943065198151091,0.9427346508593666,0.9430134187090224,0.9427380465081932
4,Charging_Stations_Near_Home,13,16962,2925,CHAMPION,0.9477772480422619,0.9473411722011851,0.9476853906860319,0.9477639376763122
4,Charging_Stations_Near_Home,11,18966,3218,CHAMPION,0.9500157803143451,0.9496165267190696,0.9499395032040531,0.949919948006459
4,Charging_Stations_Near_Home,0,55958,10395,CHAMPION,0.9425640200259957,0.9422147201222328,0.9424836044900571,0.942355350715204
4,Charging_Stations_Near_Home,9,17981,3003,XGB,0.9487597015971966,0.9481993392729137,0.9488013766622393,0.9485246582322293
4,Charging_Stations_Near_Home,7,45981,7698,CHAMPION,0.9473993528674578,0.9469437307247586,0.9473532775934665,0.947339921753099
4,Charging_Stations_Near_Home,10,15978,2656,CHAMPION,0.9459553327406609,0.9454238239174985,0.9458939477320781,0.9458607116500832
4,Charging_Stations_Near_Home,4,42813,6768,CHAMPION,0.9469544160553183,0.946605903623229,0.9469046461328383,0.9467735284270026
4,Charging_Stations_Near_Home,5,42383,7197,CHAMPION,0.9487692259308896,0.9484883608000235,0.9487285184643832,0.9484489545034461
4,Charging_Stations_Near_Home,14,16433,2859,XGB,0.9497886083784748,0.9494336563950391,0.9498017886281681,0.9494065486283186
4,Charging_Stations_Near_Home,12,17293,2983,CHAMPION,0.9469912429459929,0.946545554086715,0.9469041549914926,0.9469206940892403
0,Charging_Stations_Near_Work,7,36573,6182,CHAMPION,0.9467022979621121,0.9464238899882891,0.946624223012268,0.9465241017426056
0,Charging_Stations_Near_Work,9,39820,6906,CHAMPION,0.9506195673985339,0.9502323504227052,0.9505581606707955,0.9505444059685263
0,Charging_Stations_Near_Work,3,63701,11314,CHAMPION,0.9443710807985413,0.9439711636510129,0.9443561265172388,0.9440942490192085
0,Charging_Stations_Near_Work,15,13091,2268,CHAMPION,0.9494918107479321,0.9491010228559892,0.9493887617020453,0.9494487701007767
0,Charging_Stations_Near_Work,1,42971,7814,CHAMPION,0.9447768115730584,0.9444328519000865,0.9447161909625926,0.9445630568975981
0,Charging_Stations_Near_Work,17,14622,2490,CHAMPION,0.948146526097797,0.9477577636626294,0.94809630874305,0.9479986215882323
0,Charging_Stations_Near_Work,18,14539,2420,CHAMPION,0.9442090283749511,0.9439212315338459,0.9440542444450658,0.94411398262001
0,Charging_Stations_Near_Work,11,12522,2128,CHAMPION,0.947496933779031,0.9469836062520164,0.9474155762940157,0.947392382968196
0,Charging_Stations_Near_Work,2,39520,7437,CHAMPION,0.9435327546934986,0.9431169689787611,0.9434879812522038,0.9432628210936898
0,Charging_Stations_Near_Work,12,13863,2269,CHAMPION,0.9464462705554376,0.9462605960302412,0.9463538799456537,0.9462716578148316
0,Charging_Stations_Near_Work,10,12509,2051,XGB,0.9521647920651053,0.9514554235143076,0.9522176607803366,0.9519887261893806
0,Charging_Stations_Near_Work,5,37323,6538,CHAMPION,0.9468497333935569,0.9466398113441624,0.9467643689522547,0.9466360254288307
0,Charging_Stations_Near_Work,8,40512,7090,XGB,0.9442948442615142,0.9438473800733771,0.9443022399627148,0.9440521956307084
0,Charging_Stations_Near_Work,0,20573,3913,CHAMPION,0.9388797507247213,0.9386517423222803,0.9386771677748534,0.9387135227206139
0,Charging_Stations_Near_Work,19,13650,2312,CHAMPION,0.9469969163928631,0.946623405933197,0.9469737031240749,0.9467541403163323
0,Charging_Stations_Near_Work,6,39220,6620,CHAMPION,0.946609009230256,0.9461372931069635,0.9465924485200081,0.9464372949604286
