fold,feature,is_income_digit_feature,is_exact_frequency_feature,is_exact_te_feature,gain_importance
4,FE__income_digit_hundred_thousands,True,False,False,0.33078572154045105
4,FE__income_last2,True,False,False,0.012180767022073269
4,FE__income_last3,True,False,False,0.013932574540376663
4,FE__income_exact_frequency_count,False,True,False,0.01587357185781002
4,FE__income_exact_frequency_log1p,False,True,False,0.018433986231684685
4,FE__income_exact_frequency_rate,False,True,False,0.014165474101901054
4,FE__commute_exact_frequency_count,False,True,False,0.012014918960630894
4,FE__commute_exact_frequency_log1p,False,True,False,0.013206553645431995
4,FE__commute_exact_frequency_rate,False,True,False,0.014292445033788681
4,TE__Annual_Income_USD_exact,False,False,True,0.11524754762649536
4,TE__Daily_Commute_km_exact,False,False,True,0.035454533994197845
