fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
2,Charging_Stations_Near_Home,False,False,False,False,False,False,0.012808754108846188
2,Charging_Stations_Near_Work,False,False,False,False,False,False,0.010556463152170181
2,Environmental_Concern_Level,False,False,False,False,False,False,0.050344910472631454
2,Gender,False,False,False,False,False,False,0.009421725757420063
2,City_Type,False,False,False,False,False,False,0.011770696379244328
2,Current_Car_Type,False,False,False,False,False,False,0.010428080335259438
2,Home_Charging_Possible,False,False,False,False,False,False,0.02521599270403385
2,Subsidy_Available,False,False,False,False,False,False,0.00956390704959631
2,Range_Anxiety_Level,False,False,False,False,False,False,0.019773030653595924
2,FE__income_digit_ones,False,False,False,False,True,False,0.010099032893776894
2,FE__income_digit_tens,False,False,False,False,True,False,0.009679866023361683
2,FE__income_digit_hundreds,False,False,False,False,True,False,0.011034204624593258
2,FE__income_digit_thousands,False,False,False,False,True,False,0.012197894044220448
2,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.01985473558306694
2,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.301392138004303
2,FE__income_last2,False,False,False,False,True,False,0.00960871297866106
2,FE__income_last3,False,False,False,False,True,False,0.010494272224605083
2,FE__income_exact_frequency_count,False,False,False,False,False,True,0.01174930576235056
2,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.013726870529353619
2,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.010117885656654835
2,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009680504910647869
2,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.009388645179569721
2,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.010673599317669868
2,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.10324038565158844
2,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.020573807880282402
2,HTE__income_1k_bucket,False,True,False,False,False,False,0.01190993469208479
2,HTE__income_10k_bucket,False,True,False,False,False,False,0.022768916562199593
