held_fold,selected_cat_weight,selected_xgb_weight,selection_auc_other_4_folds,held_cat_auc,held_xgb_auc,held_blend_auc,blend_delta_vs_cat,blend_delta_vs_xgb
0,0.37,0.63,0.9459052267968502,0.9445226451913928,0.9446251671030275,0.9447217773699385,0.0001991321785456135,9.661026691099028e-05
1,0.39,0.61,0.9457624352854652,0.9450696193102858,0.9452374462452598,0.9453071841917469,0.00023756488146109422,6.973794648701404e-05
2,0.38,0.62,0.9454177649057891,0.9464517911811139,0.9465856768124612,0.946677644500348,0.0002258533192340817,9.196768788677367e-05
3,0.36,0.64,0.9456022130819182,0.9457721613739136,0.9458106692636006,0.945932949618096,0.00016078824418241933,0.00012228035449546315
4,0.41,0.5900000000000001,0.9456578733407295,0.9454100967519183,0.9456813279139005,0.9457200825097869,0.0003099857578685583,3.875459588642549e-05
